Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Martínez Coronado, Araceli",58554872300,Construct Validity of a Questionnaire on Eating and Physical Activity Habits for Adolescents in Mexico City,"Martínez Coronado, A.| Lazarevich, I.| Gutiérrez Tolentino, R.| Mejía Arias, M.Á.| Leija Alva, G.| Radilla Vázquez, C.C.",6.0,58554872300| 55672350700| 56887881100| 57190004776| 57208483135| 56740193500,2023.0,2023-08-01,Healthcare (Switzerland),11,16,-,2314,ISSN-22279032,21101041844.0,Journal,Multidisciplinary Digital Publishing Institute (MDPI),English,0.78,42,3.5,27,0.606,32,0.53,11.0,6.0,0.75,8.02,34.0,37.0,0.0,0.0,"Martínez Coronado, A., Lazarevich, I., Gutiérrez Tolentino, R. and 3 more (...) (2023).Construct Validity of a Questionnaire on Eating and Physical Activity Habits for Adolescents in Mexico City. Healthcare (Switzerland),11(16) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85169131362&origin=resultslist,10.3390/healthcare11162314,Article,Gold|Green,2-s2.0-85169131362,-,Universidad Autónoma Metropolitana| Instituto Politécnico Nacional,505017| 505011,Academic,2.0,60010210| 122961749| 60019176,Universidad Autónoma Metropolitana Unidad Xochimilco| Fundación Aprende con Reyhan A.C.| Instituto Politécnico Nacional,58554872300,56740193500,56740193500,-,Mexico,1.0,2718| 2719| 2911| 3605,Health Informatics| Health Policy| Leadership and Management| Health Information Management,5,Life Sciences & Medicine,532| 534,Medicine| Nursing,34,Medical and Health,42| 32,Health Sciences| Biomedical And Clinical Sciences,-,-,SDG 3,Physical Activity and Motor Skills in Children,742,77.371,Childhood Obesity and Physical Activity During COVID-19,30642,95.278,Definitive,Nacional,2.0
