Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Santander, Gerardo",57201378557,Novel antimicrobial activity of protein produced by Streptomyces lividans TK24 against the phytopathogen Clavibacter michiganensis,"Calderón-de la Sancha, F.J.| Carrasco-Navarro, U.| Santander, G.| Barrios-González, J.| Mejía, A.",5.0,57952186900| 57191586690| 57201378557| 55995882000| 7005832553,2022.0,2022-11-01,Archives of Microbiology,204,11,-,687,ISSN-03028933,19623.0,Journal,Springer Science and Business Media Deutschland GmbH,English,0.78,43,3.3,71,0.54,48,0.77,15.0,9.0,0.65,13.81,33.0,42.0,0.0,0.0,"Calderón-de la Sancha, F.J., Carrasco-Navarro, U., Santander, G. and 2 more (...) (2022).Novel antimicrobial activity of protein produced by Streptomyces lividans TK24 against the phytopathogen Clavibacter michiganensis. Archives of Microbiology,204(11) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85141209768&origin=resultslist,10.1007/s00203-022-03290-1,Article,,2-s2.0-85141209768,36324009,Universidad Autónoma Metropolitana,505017,Academic,1.0,60028381,Universidad Autónoma Metropolitana -Unidad Iztapalapa,57952186900,7005832553,7005832553,-,Mexico,1.0,1303| 1311| 1312| 2404,Biochemistry| Genetics| Molecular Biology| Microbiology,5,Life Sciences & Medicine,507,Biological Sciences,32,Life Sciences,31,Biological Sciences,3107,Microbiology,-,Gene Expression and Immune Responses in Insects,429,66.187,Antimicrobial Peptides in Aquaculture and Livestock,54792,84.156,Weak,UAM,1.0
