Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Cortés-Suárez, Jonathan",59961705900, Synthesis and Characterization of an SWCNT@HKUST-1 Composite: Enhancing the CO 2 Adsorption Properties of HKUST-1 ,"Cortés-Súarez, J.| Celis-Arias, V.| Beltrán, H.I.| Tejeda-Cruz, A.| Ibarra, I.A.| Romero-Ibarra, J.E.| Sánchez-González, E.| Loera-Serna, S.",8.0,59961705900| 57201366780| 6603666134| 6505992035| 55000477500| 55898545200| 24172136000| 55818896000,2019.0,2019-03-13,ACS Omega,4,3,5275-5282,-,ISSN-24701343,21100828963.0,Journal,American Chemical Society,English,0.72,49,2.7,41,0.767,20,1.78,60.0,89.0,2.77,14.81,4.0,8.0,0.0,0.0,"Cortés-Súarez, J., Celis-Arias, V., Beltrán, H.I. and 5 more (...) (2019). Synthesis and Characterization of an SWCNT@HKUST-1 Composite: Enhancing the CO 2 Adsorption Properties of HKUST-1 . ACS Omega,4(3) 5275-5282",https://www.scopus.com/record/display.url?eid=2-s2.0-85062880580&origin=resultslist,10.1021/acsomega.9b00330,Article,Gold|Green,2-s2.0-85062880580,-,Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,505017| 505023,Academic,2.0,60023193| 60032442,Universidad Autónoma Metropolitana - Azcapotzalco| Universidad Nacional Autónoma de México,59961705900,55818896000,55000477500,-,Mexico,1.0,1500| 1600,General Chemical Engineering| General Chemistry,4| 2,Natural Sciences| Engineering & Technology,409| 219,Chemistry| Engineering - Chemical,36| 37,Engineering| Physical Sciences,34| 40,Chemical Sciences| Engineering,3403| 4004| 3406,Macromolecular and materials chemistry| Chemical engineering| Physical chemistry,SDG 13,Metal-Organic Frameworks in Environmental Applications,99,98.496,Metal Organic Frameworks in Gas Storage Applications,74,99.688,Very Good,Nacional,2.0
