Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Figueroa-Sanchez, Michael Anai",56275221200,"Effect of temperature, food quality and quantity on the feeding behavior of Simocephalus mixtus and Hyalella azteca: implications for biomanipulation","Figueroa-Sánchez, M.A.| Nandini, S.| Castellanos-Páez, M.E.| Sarma, S.S.S.",4.0,56275221200| 7004354539| 8688260300| 7102934467,2019.0,2019-06-14,Wetlands Ecology and Management,27,2-3,353-361,-,ISSN-09234861,19431.0,Journal,Springer Netherlands,English,0.82,42,3.1,33,0.593,40,1.48,48.0,7.0,0.3,10.08,47.0,58.0,0.0,0.0,"Figueroa-Sánchez, M.A., Nandini, S., Castellanos-Páez, M.E. and 1 more (...) (2019).Effect of temperature, food quality and quantity on the feeding behavior of Simocephalus mixtus and Hyalella azteca: implications for biomanipulation. Wetlands Ecology and Management,27(2-3) 353-361",https://www.scopus.com/record/display.url?eid=2-s2.0-85064897440&origin=resultslist,10.1007/s11273-019-09664-5,Article,,2-s2.0-85064897440,-,Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,505017| 505023,Academic,2.0,60010210| 60032442,Universidad Autónoma Metropolitana Unidad Xochimilco| Universidad Nacional Autónoma de México,56275221200,7102934467,7004354539,-,Mexico,1.0,1104| 1105| 2308,"Aquatic Science| Ecology, Evolution, Behavior and Systematics| Management, Monitoring, Policy and Law",3| 5,Social Sciences & Management| Life Sciences & Medicine,502| 424,Agriculture & Forestry| Environmental Sciences,37| 32,Physical Sciences| Life Sciences,44| 41| 31,Human Society| Environmental Sciences| Biological Sciences,-,-,-,Nutrient Dynamics and Toxicity in Aquatic Ecosystems,1039,19.882,Nutrient Dynamics and Zooplankton Interactions in Aquatic Ecosystems,9149,86.854,Defensible,Nacional,2.0
