Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Rivera-García, Ana Paula",36952058400,Emotional facial expressions during REM sleep dreams,"Rivera-García, A.P.| López Ruiz, I.E.| Ramírez-Salado, I.| González-Olvera, J.J.| Ayala-Guerrero, F.| Jiménez-Anguiano, A.",6.0,36952058400| 57205466671| 6506058137| 56013577700| 7003667514| 55989715600,2019.0,2019-02-01,Journal of Sleep Research,28,1,-,e12716,ISSN-09621105,16005.0,Journal,Blackwell Publishing Ltd,English,1.44,14,5.7,15,1.322,12,1.05,32.0,13.0,0.73,12.34,34.0,37.0,0.0,0.0,"Rivera-García, A.P., López Ruiz, I.E., Ramírez-Salado, I. and 3 more (...) (2019).Emotional facial expressions during REM sleep dreams. Journal of Sleep Research,28(1) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85060162118&origin=resultslist,10.1111/jsr.12716,Article,Bronze,2-s2.0-85060162118,29869410,Instituto Nacional de Psiquiatria Ramon de la Fuente| Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,505042| 505017| 505023,Academic| Government,3.0,60014923| 60001818| 60027806| 60032442| 60028381,Universidad Autónoma Metropolitana| Instituto Nacional de Psiquiatría Ramon de la Fuente| Universidad Nacional Autónoma de México Facultad de Psicologia| Universidad Nacional Autónoma de México| Universidad Autónoma Metropolitana -Unidad Iztapalapa,36952058400,55989715600,36952058400,-,Mexico,1.0,2802| 2805,Behavioral Neuroscience| Cognitive Neuroscience,5,Life Sciences & Medicine,532,Medicine,34,Medical and Health,52| 32,Psychology| Biomedical And Clinical Sciences,-,-,-,Sleep Quality and Health Across Life Stages,396,86.069,the Depths of Dreaming and Nightmares,1342,91.297,Very Good,Nacional,3.0
