Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Ponce-Arancibia, Natalia Fernanda",57362305000,Between the common and the private space: Tensions in the maintenance of high-rise residential buildings,"Ponce-Arancibia, N.",1.0,57362305000,2023.0,2023-05-01,Iconos,76,-,147-166,-,ISSN-13901249,21101044834.0,Journal,FLACSO Ecuador,Spanish,0.89,34,1.2,40,0.264,39,2.37,43.0,1.0,0.21,4.68,65.0,66.0,0.0,1.0,"Ponce-Arancibia, N. (2023).Between the common and the private space: Tensions in the maintenance of high-rise residential buildings. Iconos,76147-166",https://www.scopus.com/record/display.url?eid=2-s2.0-85163516845&origin=resultslist,10.17141/iconos.76.2023.5481,Article,Gold|Green,2-s2.0-85163516845,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60023193,Universidad Autónoma Metropolitana - Azcapotzalco,-,-,57362305000,57362305000,Mexico,1.0,3301| 3312| 3314| 3318,Social Sciences (miscellaneous)| Sociology and Political Science| Anthropology| Gender Studies,3,Social Sciences & Management,342| 304,Sociology| Anthropology,40,Social Sciences,33| 44,Built Environment And Design| Human Society,4408| 4401| 3304,Political science| Anthropology| Urban and regional planning,SDG 11,Financialization and Land Rights in Urban Development,1402,35.579,Urban Segregation and Social Dynamics in Chile,6514,82.55,Other,Personal,1.0
