Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Robles-Pinto, Guadalupe",57190302009,Junk food consumption and nutritional status in school-age children in Mexico city,"Castañeda-Castaneira, E.| Ortiz-Pérez, H.| Robles-Pinto, G.| Molina-Frechero, N.",4.0,36976720100| 46661936700| 57190302009| 55995913500,2016.0,2016-01-01,Revista Mexicana de Pediatria,83,1,15-19,-,ISSN-00350052,77687.0,Journal,Sociedad Mexicana de Pediatria,Spanish,0.02,93,0.1,93,0.105,95,1.67,38.0,5.0,0.34,5.87,54.0,54.0,0.0,0.0,"Castañeda-Castaneira, E., Ortiz-Pérez, H., Robles-Pinto, G. and 1 more (...) (2016).Junk food consumption and nutritional status in school-age children in Mexico city. Revista Mexicana de Pediatria,83(1) 15-19",https://www.scopus.com/record/display.url?eid=2-s2.0-84978926981&origin=resultslist,-,Article,,2-s2.0-84978926981,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60010210,Universidad Autónoma Metropolitana Unidad Xochimilco,36976720100,55995913500,55995913500,-,Mexico,1.0,2735,"Pediatrics, Perinatology and Child Health",5,Life Sciences & Medicine,532,Medicine,34,Medical and Health,32,Biomedical And Clinical Sciences,3215| 3202| 3213,Reproductive medicine| Clinical sciences| Paediatrics,SDG 3,Cultural Landscapes and Political Dynamics in Mesoamerica,1468,4.317,Wetland Ecosystems and Their Ecological Significance,56092,6.569,Defensible,UAM,1.0
