Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"de la Peña, Angélica Martínez",57209795942,Design for all as a research and education strategy,"Morales, L.R.| De La Peña, A.M.",2.0,57193434152| 57209795942,2018.0,2018-01-01,Strategic Design Research Journal,11,3,241-246,-,ISSN-19842988,21100886216.0,Journal,Universidade do Vale do Rio dos Sinos,English,-,-,0,95,-,-,0.61,19.0,2.0,0.28,3.53,68.0,59.0,0.0,0.0,"Morales, L.R., De La Peña, A.M. (2018).Design for all as a research and education strategy. Strategic Design Research Journal,11(3) 241-246",https://www.scopus.com/record/display.url?eid=2-s2.0-85068800193&origin=resultslist,10.4013/sdrj.2018.113.08,Article,Gold,2-s2.0-85068800193,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60024080,Universidad Autónoma Metropolitana Unidad Cuajimalpa,57193434152,57209795942,-,-,Mexico,1.0,1200| 2200| 2611,General Arts and Humanities| General Engineering| Modeling and Simulation,2| 1| 4,Engineering & Technology| Arts & Humanities| Natural Sciences,431,Mathematics,36| 33| 37,Engineering| Arts and Humanities| Physical Sciences,33| 46,Built Environment And Design| Information And Computing Sciences,3303| 4608| 3301,Design| Human-centred computing| Architecture,SDG 16,Integrating Knowledge Systems in Community Development,1087,34.99,Cybernetic Approaches to Second-Order Systems,26861,39.431,Defensible,UAM,1.0
