Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Torres, María Fernanda Bárcenas",58279294000,"Binge eating disorder symptomatology and its association with depression, anxiety and stress: a cross-sectional study in medical students","Torres, M.F.B.| Landeros, O.G.| Cosme, J.A.G.| Sandoval, L.R.A.",4.0,58279294000| 58892197800| 6507366137| 58784580300,2024.0,2024-01-01,Revista Mexicana de Trastornos Alimentarios,14,1,53-64,-,ISSN-20071523,21100392550.0,Journal,Universidad Nacional Autonoma de Mexico,English,0.15,89,0.2,94,0.123,91,8.74,165.0,1.0,0.23,4.42,56.0,62.0,0.0,0.0,"Torres, M.F.B., Landeros, O.G., Cosme, J.A.G. and 1 more (...) (2024).Binge eating disorder symptomatology and its association with depression, anxiety and stress: a cross-sectional study in medical students. Revista Mexicana de Trastornos Alimentarios,14(1) 53-64",https://www.scopus.com/record/display.url?eid=2-s2.0-85191380300&origin=resultslist,10.22201/fesi.20071523e.2024.1.798,Article,Gold,2-s2.0-85191380300,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60014923,Universidad Autónoma Metropolitana,58279294000,58784580300,58279294000,-,Mexico,1.0,2738| 3203,Psychiatry and Mental Health| Clinical Psychology,5,Life Sciences & Medicine,541| 532,Psychology| Medicine,34| 39,Medical and Health| Psychology,42| 52,Health Sciences| Psychology,5203| 4206| 5201,Clinical and health psychology| Public health| Applied and developmental psychology,SDG 3,Anorexia Nervosa and Body Image Dynamics,296,85.808,Eating Disorders in Adolescents and Adults,160,99.383,Definitive,UAM,1.0
