Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Villarreal-Garcia, A.",57193743839,Using a laser-ablation plasma to model the operation of a lightning rod in the lab,"Robledo-Martinez, A.| Villarreal-Garcia, A.| Jimenez-De La Vega, N.| Tovar-Perez, S.",4.0,6603284634| 57193743839| 57211383578| 57211382716,2019.0,2019-07-12,Journal of Physics D: Applied Physics,52,36,-,365204,ISSN-00223727,28570.0,Journal,Institute of Physics Publishing,English,1.16,23,5.3,16,0.899,15,0.49,12.0,1.0,0.09,10.62,73.0,72.0,0.0,0.0,"Robledo-Martinez, A., Villarreal-Garcia, A., Jimenez-De La Vega, N. and 1 more (...) (2019).Using a laser-ablation plasma to model the operation of a lightning rod in the lab. Journal of Physics D: Applied Physics,52(36) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85073701132&origin=resultslist,10.1088/1361-6463/ab2ac4,Article,,2-s2.0-85073701132,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60023193,Universidad Autónoma Metropolitana - Azcapotzalco,6603284634,57211382716,-,-,Mexico,1.0,2504| 2508| 3102| 3104,"Electronic, Optical and Magnetic Materials| Surfaces, Coatings and Films| Acoustics and Ultrasonics| Condensed Matter Physics",4,Natural Sciences,439| 433,Physics & Astronomy| Materials Science,36| 37,Engineering| Physical Sciences,40| 51,Engineering| Physical Sciences,-,-,-,Lightning Protection and Railway Systems,569,36.298,Lightning Protection Mechanisms for Transmission Systems,11141,79.557,Very Good,UAM,1.0
