Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Oviedo de Julián, Ismael",58981410100,Asymptotic Antipodal Solutions as the Limit of Elliptic Relative Equilibria for the Two- and n-Body Problems in the Two-Dimensional Conformal Sphere,"Ortiz Ortiz, R.D.| Marín Ramírez, A.M.| Oviedo de Julián, I.",3.0,16239995700| 16239151300| 58981410100,2024.0,2024-04-01,Mathematics,12,7,-,1025,ISSN-22277390,21100830702.0,Journal,Multidisciplinary Digital Publishing Institute (MDPI),English,0.91,35,4.6,8,0.498,33,0.44,5.0,0.0,0.0,3.73,70.0,70.0,0.0,0.0,"Ortiz Ortiz, R.D., Marín Ramírez, A.M., Oviedo de Julián, I. (2024).Asymptotic Antipodal Solutions as the Limit of Elliptic Relative Equilibria for the Two- and n-Body Problems in the Two-Dimensional Conformal Sphere. Mathematics,12(7) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85190125599&origin=resultslist,10.3390/math12071025,Article,Gold|Green,2-s2.0-85190125599,-,Universidad de Cartagena| Universidad Autónoma Metropolitana,700973| 505017,Academic,2.0,60055678| 60023193| 60014923,Universidad de Cartagena| Universidad Autónoma Metropolitana - Azcapotzalco| Universidad Autónoma Metropolitana,16239995700,58981410100,16239995700,-,Mexico| Colombia,2.0,1701| 2201| 2600,Computer Science (miscellaneous)| Engineering (miscellaneous)| General Mathematics,2| 4,Engineering & Technology| Natural Sciences,212| 431,Computer Science & Information Systems| Mathematics,38| 36| 37,Computer Science| Engineering| Physical Sciences,49,Mathematical Sciences,-,-,-,Innovative Control Systems for Spacecraft Operations,504,43.427,Dynamics of N-Body Problems in Curved Spaces,86691,35.335,Definitive,Internacional,1.0
