Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"del Carmen Fajardo-Ortíz, María",57752641100,Performance evaluation and kinetics modeling of a hybrid UASB reactor treating bovine slaughterhouse wastewater,"Hernández-Fydrych, V.C.| del Carmen Fajardo-Ortíz, M.| Salazar-Peláez, M.L.",3.0,57186641000| 57752641100| 37104911100,2022.0,2022-11-01,Environmental Science and Pollution Research,29,53,80994-81005,-,ISSN-09441344,23918.0,Journal,Springer Science and Business Media Deutschland GmbH,English,1.17,22,7.9,17,0.944,21,1.36,44.0,4.0,0.21,18.85,51.0,68.0,0.0,0.0,"Hernández-Fydrych, V.C., del Carmen Fajardo-Ortíz, M., Salazar-Peláez, M.L. (2022).Performance evaluation and kinetics modeling of a hybrid UASB reactor treating bovine slaughterhouse wastewater. Environmental Science and Pollution Research,29(53) 80994-81005",https://www.scopus.com/record/display.url?eid=2-s2.0-85132317562&origin=resultslist,10.1007/s11356-022-21532-z,Article,,2-s2.0-85132317562,35727513,Universidad Autónoma Metropolitana,505017,Academic,1.0,60028381| 60023193,Universidad Autónoma Metropolitana -Unidad Iztapalapa| Universidad Autónoma Metropolitana - Azcapotzalco,57186641000,37104911100,37104911100,-,Mexico,1.0,2304| 2307| 2310,"Environmental Chemistry| Health, Toxicology and Mutagenesis| Pollution",4| 2| 5| 3,Natural Sciences| Engineering & Technology| Life Sciences & Medicine| Social Sciences & Management,249| 424,Engineering - Petroleum| Environmental Sciences,34| 37,Medical and Health| Physical Sciences,MD,Multidisciplinary,MD,Multidisciplinary,SDG 6| SDG 11,"Biogas, Biochar, and Microbial Fuel Cells",69,98.954,Anaerobic Treatment Systems for Wastewater Management,8021,84.272,Very Good,UAM,1.0
