Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Sierra-Cortés, Jesús Clemente",57211148534,"Organochlorine pesticides in water of the laguna negra of puerto marques, acapulco, guerrero, Mexico","Sierra-Cortés, J.C.| Vega Y León, S.| Gutiérrez-Tolentino, R.| Ortis-Salinas, R.| Pérez-González, J.J.| Escobar-Medina, A.C.",6.0,57211148534| 6506889204| 56887881100| 57211148458| 57194042830| 57195444492,2019.0,2019-01-01,Revista Internacional de Contaminacion Ambiental,35,2,397-406,-,ISSN-01884999,25279.0,Journal,"Centro de Ciencias de la Atmosfera, UNAM",Spanish,0.34,76,0.6,81,0.19,77,0.53,27.0,5.0,0.16,18.44,54.0,68.0,0.0,0.0,"Sierra-Cortés, J.C., Vega Y León, S., Gutiérrez-Tolentino, R. and 3 more (...) (2019).Organochlorine pesticides in water of the laguna negra of puerto marques, acapulco, guerrero, Mexico. Revista Internacional de Contaminacion Ambiental,35(2) 397-406",https://www.scopus.com/record/display.url?eid=2-s2.0-85072814332&origin=resultslist,10.20937/RICA.2019.35.02.11,Article,Gold,2-s2.0-85072814332,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60010210,Universidad Autónoma Metropolitana Unidad Xochimilco,57211148534,57195444492,56887881100,-,Mexico,1.0,2310| 2311,Pollution| Waste Management and Disposal,3,Social Sciences & Management,424,Environmental Sciences,37,Physical Sciences,41| 40,Environmental Sciences| Engineering,4104| 4004| 4105,Environmental management| Chemical engineering| Pollution and contamination,SDG 3| SDG 14,Polycyclic Aromatic Hydrocarbons in Environmental Contexts,171,87.05,Environmental Risks of Organochlorine Pesticides and PCBs,2822,95.655,Very Good,UAM,1.0
