Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Peña, Victor",57521698500,Soil Ecosystem Services in Urban Parks as a Basis for Better Urban Planning: The Case of Mexico City,"Cotler, H.| Cram, S.| Prado, B.| Peña, V.| Lucio, L.",5.0,8907389200| 55993661400| 56000846200| 57521698500| 59460878800,2024.0,2024-01-01,Spanish Journal of Soil Science ,14,-,-,13398,ISSN-22536574,21100399434.0,Journal,Frontiers Media SA,English,0.56,59,2.9,49,0.444,42,0.98,15.0,5.0,0.71,7.03,27.0,38.0,0.0,0.0,"Cotler, H., Cram, S., Prado, B. and 2 more (...) (2024).Soil Ecosystem Services in Urban Parks as a Basis for Better Urban Planning: The Case of Mexico City. Spanish Journal of Soil Science ,14",https://www.scopus.com/record/display.url?eid=2-s2.0-85211204636&origin=resultslist,10.3389/sjss.2024.13398,Article,Gold|Green,2-s2.0-85211204636,-,"Consejo Nacional de Ciencia y Tecnologia Mexico| Universidad Autónoma Metropolitana| Centro de Investigación en Geografía y Geomática ""Ing. Jorge L. Tamayo"" A.C.| Universidad Nacional Autónoma de México",704696| 505017| 714709| 505023,Other| Academic| Government,4.0,60094757| 60032442| 60014923,Centro de Investigación en Ciencias de Información Geoespacial| Universidad Nacional Autónoma de México| Universidad Autónoma Metropolitana,8907389200,59460878800,8907389200,-,Mexico,1.0,1111,Soil Science,5,Life Sciences & Medicine,502,Agriculture & Forestry,32,Life Sciences,41,Environmental Sciences,4104| 4105| 4106,Environmental management| Pollution and contamination| Soil sciences,SDG 11,Soil Carbon Dynamics in Agricultural Ecosystems,20,96.861,Urban Soil Carbon Dynamics and Ecosystem Services,13420,89.298,Definitive,Nacional,4.0
