Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Molotla-Torres, Daniel Efrain",57430147800,Bovine lactoferrin as a Modulator of Neuroendocrine Components of Stress,"Guzmán-Mejía, F.| Vega-Bautista, A.| Molotla-Torres, D.E.| Aguirre-Garrido, J.F.| Drago-Serrano, M.E.",5.0,56194784500| 57211074573| 57430147800| 55258660100| 56013677200,2021.0,2021-12-01,Current Molecular Pharmacology,14,6,1037-1045,-,ISSN-18744672,19600166302.0,Journal,Bentham Science Publishers,English,0.85,41,4.8,45,0.729,31,0.41,8.0,12.0,0.86,11.59,32.0,33.0,0.0,0.0,"Guzmán-Mejía, F., Vega-Bautista, A., Molotla-Torres, D.E. and 2 more (...) (2021).Bovine lactoferrin as a Modulator of Neuroendocrine Components of Stress. Current Molecular Pharmacology,14(6) 1037-1045",https://www.scopus.com/record/display.url?eid=2-s2.0-85105486990&origin=resultslist,10.2174/1874467214999210111211947,Article,,2-s2.0-85105486990,33430754,Universidad Autónoma Metropolitana,505017,Academic,1.0,60010210| 60112837,Universidad Autónoma Metropolitana Unidad Xochimilco| Universidad Autónoma Metropolitana-Lerma,56194784500,56013677200,56013677200,-,Mexico,1.0,1313| 3002| 3004,Molecular Medicine| Drug Discovery| Pharmacology,5,Life Sciences & Medicine,537| 532,Pharmacy & Pharmacology| Medicine,32| 34,Life Sciences| Medical and Health,32| 34| 31,Biomedical And Clinical Sciences| Chemical Sciences| Biological Sciences,3101| 3404| 3214,Biochemistry and cell biology| Medicinal and biomolecular chemistry| Pharmacology and pharmaceutical sciences,SDG 3,Copper and Iron Proteins in Disease Mechanisms,456,65.86,Lactoferrin's Multifunctional Role in Health,2695,96.321,Very Good,UAM,1.0
