Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Rondero, Norma",57195920896,Queríamos evaluar y terminamos contando: Alternativas para la evaluación del trabajo académico,"Buendía, A.| Salord, S.G.| Grediaga, R.| Landesmann, M.| Rodríguez-Gómez, R.| Rondero, N.| Rueda, M.| Vera, H.",8.0,56042794100| 56043241400| 35751168300| 57193307874| 57200309137| 57195920896| 57195917848| 56830364800,2017.0,2017-07-01,Perfiles Educativos,39,157,200-219,-,ISSN-01852698,19400158901.0,Journal,Universidad Nacional Autonoma de Mexico,Spanish,0.69,49,0.5,76,0.324,52,0.42,20.0,23.0,1.79,5.58,24.0,15.0,0.0,0.0,"Buendía, A., Salord, S.G., Grediaga, R. and 5 more (...) (2017).Queríamos evaluar y terminamos contando: Alternativas para la evaluación del trabajo académico. Perfiles Educativos,39(157) 200-219",https://www.scopus.com/record/display.url?eid=2-s2.0-85043401965&origin=resultslist,10.22201/iisue.24486167e.2017.157.58464,Article,Gold|Green,2-s2.0-85043401965,-,Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,505017| 505023,Academic,2.0,60010210| 60032442| 60174685| 60023193| 60005058,Universidad Autónoma Metropolitana Unidad Xochimilco| Universidad Nacional Autónoma de México| Instituto de Investigaciones en Matemáticas Aplicadas y en Sistemas| Universidad Autónoma Metropolitana - Azcapotzalco| Facultad de Estudios Superiores Iztacala,56042794100,56830364800,-,-,Mexico,1.0,3304,Education,3,Social Sciences & Management,318,Education & Training,41,Education Studies,39,Education,3902| 3999| 3903,"Education policy, sociology and philosophy| Other education| Education systems",-,Internationalization and Quality in Higher Education Systems,908,60.432,Transformations in Mexican Higher Education Policies,26517,45.978,Definitive,Nacional,2.0
