Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Piceno-Díaz, Ennio R.",57221305917,Robust Nonlinear Model Predictive Control for Two-Stage Anaerobic Digesters,"Piceno-Díaz, E.R.| Ricardez-Sandoval, L.A.| Gutierrez-Limon, M.A.| Méndez-Acosta, H.O.| Puebla, H.",5.0,57221305917| 21735243100| 55203653400| 6506044022| 6603401765,2020.0,2020-12-30,Industrial and Engineering Chemistry Research,59,52,22559-22572,-,ISSN-08885885,13057.0,Journal,American Chemical Society,English,1.02,31,5.6,17,0.878,17,0.64,30.0,18.0,0.55,16.36,26.0,44.0,0.0,0.0,"Piceno-Díaz, E.R., Ricardez-Sandoval, L.A., Gutierrez-Limon, M.A. and 2 more (...) (2020).Robust Nonlinear Model Predictive Control for Two-Stage Anaerobic Digesters. Industrial and Engineering Chemistry Research,59(52) 22559-22572",https://www.scopus.com/record/display.url?eid=2-s2.0-85098781346&origin=resultslist,10.1021/acs.iecr.0c03809,Article,,2-s2.0-85098781346,-,Universidad Autónoma Metropolitana| Universidad de Guadalajara| University of Waterloo,505017| 505019| 501051,Academic,3.0,60023193| 60014171| 60008943,Universidad Autónoma Metropolitana - Azcapotzalco| University of Waterloo| Universidad de Guadalajara,57221305917,6603401765,55203653400,-,Mexico| Canada,2.0,1500| 1600| 2209,General Chemical Engineering| General Chemistry| Industrial and Manufacturing Engineering,2| 4,Engineering & Technology| Natural Sciences,222| 409| 219,Engineering - Mechanical| Chemistry| Engineering - Chemical,36| 37,Engineering| Physical Sciences,40| 34,Engineering| Chemical Sciences,-,-,-,Predictive Control Models for Complex Systems,1003,37.345,Robust Control Strategies for Nonlinear Predictive Systems,143,97.757,Very Good,Internacional,2.0
