Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Sales-Cruz, Mauricio",14016743500,Analysis of the fermentation strategy and its impact on the economics of the production process of PHB (polyhydroxybutyrate),"Lopez-Arenas, T.| González-Contreras, M.| Anaya-Reza, O.| Sales-Cruz, M.",4.0,55993676500| 56811437500| 56223727600| 14016743500,2017.0,2017-12-05,Computers and Chemical Engineering,107,-,140-150,-,ISSN-00981354,24600.0,Journal,Elsevier Ltd,English,1.64,10,6.1,10,1.024,12,2.16,66.0,59.0,1.26,11.12,9.0,23.0,1.0,0.0,"Lopez-Arenas, T., González-Contreras, M., Anaya-Reza, O. and 1 more (...) (2017).Analysis of the fermentation strategy and its impact on the economics of the production process of PHB (polyhydroxybutyrate). Computers and Chemical Engineering,107140-150",https://www.scopus.com/record/display.url?eid=2-s2.0-85017333901&origin=resultslist,10.1016/j.compchemeng.2017.03.009,Article,,2-s2.0-85017333901,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60024080| 60028381,Universidad Autónoma Metropolitana Unidad Cuajimalpa| Universidad Autónoma Metropolitana -Unidad Iztapalapa,55993676500,14016743500,14016743500,-,Mexico,1.0,1500| 1706,General Chemical Engineering| Computer Science Applications,2,Engineering & Technology,212| 219| 213,Computer Science & Information Systems| Engineering - Chemical| Data Science,38| 36,Computer Science| Engineering,40,Engineering,4004,Chemical engineering,SDG 8| SDG 13,Biodegradable Polymers and Microplastics in Environment,333,99.673,Polyhydroxyalkanoates: Sustainable Biopolymer Production Insights,544,99.48,Definitive,UAM,1.0
"Sales-Cruz, Mauricio",14016743500,An integrated reactive distillation process for biodiesel production,"Pérez-Cisneros, E.S.| Mena-Espino, X.| Rodríguez-López, V.| Sales-Cruz, M.| Viveros-García, T.| Lobo-Oehmichen, R.",6.0,6603546735| 38561828500| 15623705600| 14016743500| 6603759536| 56613973900,2016.0,2016-10-01,Computers and Chemical Engineering,91,-,233-246,-,ISSN-00981354,24600.0,Journal,Elsevier Ltd,English,1.62,10,5.7,9,1,12,4.98,140.0,58.0,2.23,9.85,9.0,12.0,0.0,0.0,"Pérez-Cisneros, E.S., Mena-Espino, X., Rodríguez-López, V. and 3 more (...) (2016).An integrated reactive distillation process for biodiesel production. Computers and Chemical Engineering,91233-246",https://www.scopus.com/record/display.url?eid=2-s2.0-84956642351&origin=resultslist,10.1016/j.compchemeng.2016.01.008,Article,,2-s2.0-84956642351,-,Universidad Autonoma del Estado de Morelos| Universidad Autónoma Metropolitana,505016| 505017,Academic,2.0,60028381| 60024080| 60025626,Universidad Autónoma Metropolitana -Unidad Iztapalapa| Universidad Autónoma Metropolitana Unidad Cuajimalpa| Universidad Autónoma del Estado de Morelos,6603546735,56613973900,6603546735,-,Mexico,1.0,1500| 1706,General Chemical Engineering| Computer Science Applications,2,Engineering & Technology,213| 219| 212,Data Science| Engineering - Chemical| Computer Science & Information Systems,38| 36,Computer Science| Engineering,40,Engineering,4004,Chemical engineering,SDG 7,Biodiesel Production and Environmental Impacts,406,89.928,Biodiesel Production from Diverse Feedstocks,86,99.103,Very Good,Nacional,2.0
"Sales-Cruz, Mauricio",14016743500,Systematic integrated process design and control of binary element reactive distillation processes,"Mansouri, S.S.| Huusom, J.K.| Gani, R.| Sales-Cruz, M.",4.0,36059835300| 23569508200| 7004856376| 14016743500,2016.0,2016-09-01,AIChE Journal,62,9,3137-3154,-,ISSN-00011541,16275.0,Journal,John Wiley and Sons Inc.,English,1.26,18,5.6,10,1.035,11,1.67,62.0,53.0,2.43,9.87,10.0,10.0,0.0,0.0,"Mansouri, S.S., Huusom, J.K., Gani, R. and 1 more (...) (2016).Systematic integrated process design and control of binary element reactive distillation processes. AIChE Journal,62(9) 3137-3154",https://www.scopus.com/record/display.url?eid=2-s2.0-84987837675&origin=resultslist,10.1002/aic.15322,Article,Bronze|Green,2-s2.0-84987837675,-,Universidad Autónoma Metropolitana| Technical University of Denmark,505017| 310009,Academic,2.0,60011373| 60024080,Technical University of Denmark| Universidad Autónoma Metropolitana Unidad Cuajimalpa,36059835300,14016743500,7004856376,-,Mexico| Denmark,2.0,1305| 1500| 2305,Biotechnology| General Chemical Engineering| Environmental Engineering,2| 5,Engineering & Technology| Life Sciences & Medicine,424| 507| 219,Environmental Sciences| Biological Sciences| Engineering - Chemical,37| 36| 32,Physical Sciences| Engineering| Life Sciences,40,Engineering,4004,Chemical engineering,-,Innovative Approaches to Carbon Dioxide Capture,837,88.162,Reactive Distillation Processes,8853,77.652,Very Good,Internacional,1.0
"Sales-Cruz, Mauricio",14016743500,Synthesis of biodiesel from coconut oil and characterization of its blends,"Lugo-Méndez, H.| Sánchez-Domínguez, M.| Sales-Cruz, M.| Olivares-Hernández, R.| Lugo-Leyte, R.| Torres-Aldaco, A.",6.0,55504870000| 57222535867| 14016743500| 36158611900| 24825247500| 35730578900,2021.0,2021-07-01,Fuel,295,-,-,120595,ISSN-00162361,16313.0,Journal,Elsevier Ltd,English,1.85,8,11.2,5,1.514,6,1.38,44.0,53.0,2.49,14.47,6.0,9.0,0.0,0.0,"Lugo-Méndez, H., Sánchez-Domínguez, M., Sales-Cruz, M. and 3 more (...) (2021).Synthesis of biodiesel from coconut oil and characterization of its blends. Fuel,295",https://www.scopus.com/record/display.url?eid=2-s2.0-85103125995&origin=resultslist,10.1016/j.fuel.2021.120595,Article,,2-s2.0-85103125995,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60024080| 60028381,Universidad Autónoma Metropolitana Unidad Cuajimalpa| Universidad Autónoma Metropolitana -Unidad Iztapalapa,55504870000,35730578900,24825247500,-,Mexico,1.0,1500| 1605| 2102| 2103,General Chemical Engineering| Organic Chemistry| Energy Engineering and Power Technology| Fuel Technology,2| 4,Engineering & Technology| Natural Sciences,221| 249| 219| 409,Engineering - Electrical & Electronic| Engineering - Petroleum| Engineering - Chemical| Chemistry,37| 36,Physical Sciences| Engineering,40,Engineering,4012| 4004| 4019,Fluid mechanics and thermal engineering| Chemical engineering| Resources engineering and extractive metallurgy,SDG 7,Biodiesel Production and Environmental Impacts,406,89.928,Biodiesel Production from Diverse Feedstocks,86,99.103,Very Good,UAM,1.0
"Sales-Cruz, Mauricio",14016743500,Systematic integrated process design and control of reactive distillation processes involving multi-elements,"Mansouri, S.S.| Sales-Cruz, M.| Huusom, J.K.| Gani, R.",4.0,36059835300| 14016743500| 23569508200| 7004856376,2016.0,2016-11-01,Chemical Engineering Research and Design,115,-,348-364,-,ISSN-02638762,16411.0,Journal,Institution of Chemical Engineers,English,1.33,16,4.3,17,0.821,18,2.5,77.0,43.0,1.59,10.69,13.0,18.0,0.0,0.0,"Mansouri, S.S., Sales-Cruz, M., Huusom, J.K. and 1 more (...) (2016).Systematic integrated process design and control of reactive distillation processes involving multi-elements. Chemical Engineering Research and Design,115348-364",https://www.scopus.com/record/display.url?eid=2-s2.0-84993994759&origin=resultslist,10.1016/j.cherd.2016.07.010,Article,Green,2-s2.0-84993994759,-,Universidad Autónoma Metropolitana| Technical University of Denmark,505017| 310009,Academic,2.0,60011373| 60024080,Technical University of Denmark| Universidad Autónoma Metropolitana Unidad Cuajimalpa,36059835300,7004856376,7004856376,-,Mexico| Denmark,2.0,1500| 1600,General Chemical Engineering| General Chemistry,2| 4,Engineering & Technology| Natural Sciences,219| 409,Engineering - Chemical| Chemistry,36| 37,Engineering| Physical Sciences,40,Engineering,4019| 4004,Resources engineering and extractive metallurgy| Chemical engineering,-,Innovative Approaches to Carbon Dioxide Capture,837,88.162,Reactive Distillation Processes,8853,77.652,Very Good,Internacional,1.0
"Sales-Cruz, Mauricio",14016743500,A reactive distillation process for co-hydrotreating of non-edible vegetable oils and petro-diesel blends to produce green diesel fuel,"Perez-Cisneros, E.S.| Sales-Cruz, M.| Lobo-Oehmichen, R.| Viveros-García, T.",4.0,6603546735| 14016743500| 56613973900| 6603759536,2017.0,2017-01-01,Computers and Chemical Engineering,105,-,105-122,-,ISSN-00981354,24600.0,Journal,Elsevier Ltd,English,1.64,10,6.1,10,1.024,12,1.92,79.0,28.0,1.17,11.12,20.0,25.0,0.0,0.0,"Perez-Cisneros, E.S., Sales-Cruz, M., Lobo-Oehmichen, R. and 1 more (...) (2017).A reactive distillation process for co-hydrotreating of non-edible vegetable oils and petro-diesel blends to produce green diesel fuel. Computers and Chemical Engineering,105105-122",https://www.scopus.com/record/display.url?eid=2-s2.0-85011325199&origin=resultslist,10.1016/j.compchemeng.2017.01.018,Article,,2-s2.0-85011325199,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60028381| 60024080,Universidad Autónoma Metropolitana -Unidad Iztapalapa| Universidad Autónoma Metropolitana Unidad Cuajimalpa,6603546735,6603759536,6603546735,-,Mexico,1.0,1500| 1706,General Chemical Engineering| Computer Science Applications,2,Engineering & Technology,213| 212| 219,Data Science| Computer Science & Information Systems| Engineering - Chemical,38| 36,Computer Science| Engineering,40,Engineering,4004,Chemical engineering,SDG 7,Catalytic Pyrolysis and Bio-Oil Production Potential,626,94.964,Catalytic Innovations in Biofuel Production,5284,98.339,Very Good,UAM,1.0
"Sales-Cruz, Mauricio",14016743500,"eSFILES: Intelligent process flowsheet synthesis using process knowledge, symbolic AI, and machine learning","Mann, V.| Sales-Cruz, M.| Gani, R.| Venkatasubramanian, V.",4.0,57195296916| 14016743500| 7004856376| 7006834244,2024.0,2024-02-01,Computers and Chemical Engineering,181,-,-,108505,ISSN-00981354,24600.0,Journal,Elsevier Ltd,English,1.32,17,8.4,18,0.872,19,1.73,36.0,28.0,3.14,8.91,4.0,7.0,0.0,0.0,"Mann, V., Sales-Cruz, M., Gani, R. and 1 more (...) (2024).eSFILES: Intelligent process flowsheet synthesis using process knowledge, symbolic AI, and machine learning. Computers and Chemical Engineering,181",https://www.scopus.com/record/display.url?eid=2-s2.0-85178337536&origin=resultslist,10.1016/j.compchemeng.2023.108505,Article,,2-s2.0-85178337536,-,The Hong Kong University of Science and Technology (Guangzhou)| Universidad Autónoma Metropolitana| Széchenyi István University| Columbia University,724674| 505017| 716269| 508046,Academic,4.0,60030162| 60031321| 60024080| 60374241| 60276981| 60016160,Columbia University| The Fu Foundation School of Engineering and Applied Science| Universidad Autónoma Metropolitana Unidad Cuajimalpa| PSE for SPEED Company Limited| The Hong Kong University of Science and Technology (Guangzhou)| Széchenyi István University,57195296916,7006834244,7006834244,-,China| Mexico| United States| Denmark| Hungary,5.0,1500| 1706,General Chemical Engineering| Computer Science Applications,2,Engineering & Technology,212| 213| 219,Computer Science & Information Systems| Data Science| Engineering - Chemical,36| 38,Engineering| Computer Science,40,Engineering,4004,Chemical engineering,-,Integration of Energy Systems in Natural Gas Networks,921,48.071,Framework for Sustainable Chemical Process Design,39302,81.085,Definitive,Internacional,1.0
"Sales-Cruz, Mauricio",14016743500,"Synthesis, design and evaluation of intensified lignocellulosic biorefineries - Case study: Ethanol production","Gonzalez-Contreras, M.| Lugo-Mendez, H.| Sales-Cruz, M.| Lopez-Arenas, T.",4.0,56811437500| 55504870000| 14016743500| 55993676500,2021.0,2021-02-01,Chemical Engineering and Processing - Process Intensification,159,-,-,108220,ISSN-02552701,16392.0,Journal,Elsevier B.V.,English,1.2,23,6.9,16,0.766,20,1.15,42.0,24.0,1.04,16.28,17.0,28.0,0.0,0.0,"Gonzalez-Contreras, M., Lugo-Mendez, H., Sales-Cruz, M. and 1 more (...) (2021).Synthesis, design and evaluation of intensified lignocellulosic biorefineries - Case study: Ethanol production. Chemical Engineering and Processing - Process Intensification,159",https://www.scopus.com/record/display.url?eid=2-s2.0-85097247904&origin=resultslist,10.1016/j.cep.2020.108220,Article,,2-s2.0-85097247904,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60024080,Universidad Autónoma Metropolitana Unidad Cuajimalpa,56811437500,55993676500,55993676500,-,Mexico,1.0,1500| 1600| 2102| 2209,General Chemical Engineering| General Chemistry| Energy Engineering and Power Technology| Industrial and Manufacturing Engineering,2| 4,Engineering & Technology| Natural Sciences,221| 409| 222| 219| 249,Engineering - Electrical & Electronic| Chemistry| Engineering - Mechanical| Engineering - Chemical| Engineering - Petroleum,36| 37,Engineering| Physical Sciences,40,Engineering,4004,Chemical engineering,SDG 7,Biomass Conversion and Catalytic Innovations,49,98.103,Sugarcane Biorefinery Innovations for Biofuel Production,60584,83.254,Weak,UAM,1.0
"Sales-Cruz, Mauricio",14016743500,Modeling of the Complex Behavior through an Improved Response Surface Methodology,"Lucay, F.A.| Sales-Cruz, M.| Gálvez, E.D.| Cisternas, L.A.",4.0,39961791000| 14016743500| 7006829940| 6603665617,2021.0,2021-01-01,Mineral Processing and Extractive Metallurgy Review,42,5,285-311,-,ISSN-08827508,27804.0,Journal,"Bellwether Publishing, Ltd.",English,1.97,7,7.6,8,0.845,18,1.07,45.0,23.0,1.07,12.2,18.0,27.0,0.0,0.0,"Lucay, F.A., Sales-Cruz, M., Gálvez, E.D. and 1 more (...) (2021).Modeling of the Complex Behavior through an Improved Response Surface Methodology. Mineral Processing and Extractive Metallurgy Review,42(5) 285-311",https://www.scopus.com/record/display.url?eid=2-s2.0-85079814805&origin=resultslist,10.1080/08827508.2020.1728265,Article,,2-s2.0-85079814805,-,Universidad de Antofagasta| Universidad Autónoma Metropolitana| Pontificia Universidad Católica de Valparaíso| Universidad Católica del Norte,603012| 505017| 603002| 603011,Academic,4.0,60023520| 60024080| 60029195| 60011527,Pontificia Universidad Católica de Valparaíso| Universidad Autónoma Metropolitana Unidad Cuajimalpa| Universidad Católica del Norte| Universidad de Antofagasta,39961791000,6603665617,39961791000,-,Chile| Mexico,2.0,1600| 1905| 1909| 2210,General Chemistry| Economic Geology| Geotechnical Engineering and Engineering Geology| Mechanical Engineering,4| 2,Natural Sciences| Engineering & Technology,451| 416| 409| 450| 247| 222| 249,Geophysics| Earth & Marine Sciences| Chemistry| Geology| Engineering - Mineral & Mining| Engineering - Mechanical| Engineering - Petroleum,37| 36,Physical Sciences| Engineering,40,Engineering,4019,Resources engineering and extractive metallurgy,-,Flotation Techniques for Mineral and Wastewater Treatment,831,71.354,Optimization Strategies for Flotation Circuit Design,76542,36.659,Definitive,Internacional,1.0
"Sales-Cruz, Mauricio",14016743500,Improving milling operation using uncertainty and global sensitivity analyses,"Lucay, F.A.| Gálvez, E.D.| Salez-Cruz, M.| Cisternas, L.A.",4.0,39961791000| 7006829940| 14016743500| 6603665617,2019.0,2019-01-15,Minerals Engineering,131,-,249-261,-,ISSN-08926875,16936.0,Journal,Elsevier Ltd,English,1.96,7,5.6,12,0.905,15,1.12,40.0,22.0,1.13,12.44,23.0,26.0,0.0,0.0,"Lucay, F.A., Gálvez, E.D., Salez-Cruz, M. and 1 more (...) (2019).Improving milling operation using uncertainty and global sensitivity analyses. Minerals Engineering,131249-261",https://www.scopus.com/record/display.url?eid=2-s2.0-85056851773&origin=resultslist,10.1016/j.mineng.2018.11.020,Article,,2-s2.0-85056851773,-,Universidad de Antofagasta| Universidad Autónoma Metropolitana| Universidad Católica del Norte,603012| 505017| 603011,Academic,3.0,60011527| 60029195| 60024080,Universidad de Antofagasta| Universidad Católica del Norte| Universidad Autónoma Metropolitana Unidad Cuajimalpa,39961791000,6603665617,7006829940,-,Chile| Mexico,2.0,1600| 1909| 2207| 2210,General Chemistry| Geotechnical Engineering and Engineering Geology| Control and Systems Engineering| Mechanical Engineering,2| 4,Engineering & Technology| Natural Sciences,222| 416| 409| 212| 451| 247| 450| 249,Engineering - Mechanical| Earth & Marine Sciences| Chemistry| Computer Science & Information Systems| Geophysics| Engineering - Mineral & Mining| Geology| Engineering - Petroleum,37| 36,Physical Sciences| Engineering,40,Engineering,4019| 4004,Resources engineering and extractive metallurgy| Chemical engineering,-,Flotation Techniques for Mineral and Wastewater Treatment,831,71.354,Energy Optimization in Grinding and Breakage Processes,8300,85.662,Very Good,Internacional,1.0
