Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Reynoso-López, E. A.",57223685041,Metarhizium robertsii in combination with Trichoderma asperellum reduce the malathion doses used to control ambrosia beetles: the case of Xyleborus affinis,"Reynoso-López, E.A.| Méndez-Hernández, J.E.| Ek-Ramos, J.| Montesinos-Matías, R.| Loera, O.",5.0,57223685041| 55520307200| 6504211175| 55022204300| 56398432300,2021.0,2021-01-01,Biocontrol Science and Technology,31,10,1080-1097,-,ISSN-09583157,36197.0,Journal,Taylor and Francis Ltd.,English,0.88,39,2.7,34,0.408,42,1.19,23.0,9.0,0.75,8.03,38.0,37.0,0.0,0.0,"Reynoso-López, E.A., Méndez-Hernández, J.E., Ek-Ramos, J. and 2 more (...) (2021).Metarhizium robertsii in combination with Trichoderma asperellum reduce the malathion doses used to control ambrosia beetles: the case of Xyleborus affinis. Biocontrol Science and Technology,31(10) 1080-1097",https://www.scopus.com/record/display.url?eid=2-s2.0-85105988662&origin=resultslist,10.1080/09583157.2021.1923656,Article,,2-s2.0-85105988662,-,Universidad Autonoma de Nuevo Leon| Universidad Autónoma Metropolitana,505013| 505017,Academic,2.0,60028381| 60025417| 126204304,Universidad Autónoma Metropolitana -Unidad Iztapalapa| Universidad Autónoma de Nuevo León| Centro Nacional de Referencia de Control Biológico,57223685041,56398432300,56398432300,-,Mexico,1.0,1102| 1109,Agronomy and Crop Science| Insect Science,5,Life Sciences & Medicine,502,Agriculture & Forestry,32,Life Sciences,41| 30,"Environmental Sciences| Agricultural, Veterinary And Food Sciences",3001| 4104| 4102,Agricultural biotechnology| Environmental management| Ecological applications,SDG 3,Integrating Forestry and Technology for Sustainability,917,64.225,Ambrosia Beetles and Their Impact on Trees,6497,86.699,Very Good,Nacional,2.0
