Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Krotz, Esteban",14322030500,Latin America at the Beginning of 21st Century: Between Dystopias and Utopias,"Krotz, E.",1.0,14322030500,2020.0,2020-07-01,En-Claves del Pensamiento,-,28,86-109,-,ISSN-1870879X,21101053115.0,Journal,Instituto Tecnologico y de Estudios Superiores de Monterrey,Spanish,0,93,-,-,-,-,0.12,3.0,0.0,0.0,1.35,83.0,78.0,0.0,0.0,"Krotz, E. (2020).Latin America at the Beginning of 21st Century: Between Dystopias and Utopias. En-Claves del Pensamiento,(28) 86-109",https://www.scopus.com/record/display.url?eid=2-s2.0-85164584127&origin=resultslist,10.46530/ECDP.V0I28.395,Article,Gold,2-s2.0-85164584127,-,Universidad Autónoma Metropolitana| Universidad Autonoma de Yucatan,505017| 505015,Academic,2.0,60000409| 60014923,Universidad Autónoma de Yucatán| Universidad Autónoma Metropolitana,-,-,14322030500,14322030500,Mexico,1.0,1202| 1208| 1211| 1212| 1213,History| Literature and Literary Theory| Philosophy| Religious Studies| Visual Arts and Performing Arts,1,Arts & Humanities,123| 136| 138| 145| 126,"English Language & Literature| Performing Arts| Philosophy| Theology, Divinity & Religious Studies| History",33,Arts and Humanities,44| 50,Human Society| Philosophy And Religious Studies,4405| 5001| 5003,Gender studies| Applied ethics| Philosophy,-,"Indigenous Rights, Autonomy, and Resource Management",1482,9.68,Territorial Dynamics and Indigenous Rights in Patagonia,79277,20.156,Weak,Personal,2.0
