Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Ramos-López, Jesús I.",57201151960,Enhanced oil recovery by hydrophobins from Lecanicillium lecanii,"Rocha-Pino, Z.| Ramos-López, J.I.| Gimeno, M.| Barragán-Aroche, F.| Durán-Valencia, C.| López-Ramírez, S.| Shirai, K.",7.0,23025442900| 57201151960| 16686213300| 8083137900| 55995933100| 6602637528| 55993639400,2018.0,2018-07-15,Fuel,224,-,10-16,-,ISSN-00162361,16313.0,Journal,Elsevier Ltd,English,2.05,6,8.9,5,1.745,5,2.73,84.0,10.0,0.16,12.5,41.0,67.0,0.0,0.0,"Rocha-Pino, Z., Ramos-López, J.I., Gimeno, M. and 4 more (...) (2018).Enhanced oil recovery by hydrophobins from Lecanicillium lecanii. Fuel,22410-16",https://www.scopus.com/record/display.url?eid=2-s2.0-85043586211&origin=resultslist,10.1016/j.fuel.2018.03.058,Article,,2-s2.0-85043586211,-,Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,505017| 505023,Academic,2.0,60032442| 60028381,Universidad Nacional Autónoma de México| Universidad Autónoma Metropolitana -Unidad Iztapalapa,23025442900,55993639400,6602637528,-,Mexico,1.0,1500| 1605| 2102| 2103,General Chemical Engineering| Organic Chemistry| Energy Engineering and Power Technology| Fuel Technology,2| 4,Engineering & Technology| Natural Sciences,221| 219| 409| 249,Engineering - Electrical & Electronic| Engineering - Chemical| Chemistry| Engineering - Petroleum,36| 37,Engineering| Physical Sciences,40,Engineering,4004| 4019| 4012,Chemical engineering| Resources engineering and extractive metallurgy| Fluid mechanics and thermal engineering,-,Fusarium Resistance and Biological Control in Agriculture,660,60.824,Hydrophobins and Their Surface Properties in Fungi,27425,72.082,Defensible,Nacional,2.0
