Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Medrano, Juan Antonio Gonzalez",59011596700,Attention process and executive functions related to congenital hypothyroidism in school children.,"Medrano, J.A.G.| Esquiliano, G.R.| Perez, C.S.| Moctezuma, J.V.| Leon, R.C.| de la Luz Ruiz Reyes, M.| Bustamante, N.A.",7.0,59011596700| 15743135500| 59097127300| 55989759500| 59011758100| 6507436536| 59012735900,2024.0,2024-01-01,Acta Pediatrica de Mexico,45,2,100-112,-,ISSN-01862391,21100395059.0,Journal,Instituto Nacional de Pediatria,Spanish,0.11,92,0.2,90,0.121,90,4.39,47.0,0.0,0.0,2.84,70.0,70.0,0.0,0.0,"Medrano, J.A.G., Esquiliano, G.R., Perez, C.S. and 4 more (...) (2024).Attention process and executive functions related to congenital hypothyroidism in school children.. Acta Pediatrica de Mexico,45(2) 100-112",https://www.scopus.com/record/display.url?eid=2-s2.0-85191974556&origin=resultslist,10.18233/APM.V45I2.2699,Article,Gold,2-s2.0-85191974556,-,Universidad Autónoma Metropolitana| Instituto Nacional de Pediatria,505017| 505041,Government| Academic,2.0,60014923| 126785144| 60010210| 60004914| 60028381,Universidad Autónoma Metropolitana| Universidad Autónoma M etropolitana-Unidad Xochimilco| Universidad Autónoma Metropolitana Unidad Xochimilco| Instituto Nacional de Pediatría| Universidad Autónoma Metropolitana -Unidad Iztapalapa,59011596700,59012735900,59011596700,-,Mexico,1.0,2735,"Pediatrics, Perinatology and Child Health",5,Life Sciences & Medicine,532,Medicine,34,Medical and Health,32,Biomedical And Clinical Sciences,3213| 3202| 3203,Paediatrics| Clinical sciences| Dentistry,-,Iodine Deficiency and Thyroid Health in Infants,452,42.381,Congenital Hypothyroidism and Newborn Screening Insights,6512,78.894,Definitive,Nacional,2.0
