Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Lopez-Beltran, Abigail",58166577300,Photogrammetry for coral structural complexity: What is beyond sight?,"Guendulain-García, S.D.| Lopez-Beltran, A.| Banaszak, A.T.| Álvarez-Filip, L.| Ramírez-Chávez, E.| García-Medrano, D.| Sellares-Blasco, R.| López-Pérez, A.",8.0,55538545400| 58166577300| 6603741928| 15062207600| 57195482127| 58020252900| 57200727884| 57202916743,2023.0,2023-06-01,Coral Reefs,42,3,635-644,-,ISSN-07224028,26825.0,Journal,Institute for Ionics,English,0.9,34,6.8,10,0.89,12,1.88,34.0,4.0,0.53,7.59,43.0,47.0,0.0,0.0,"Guendulain-García, S.D., Lopez-Beltran, A., Banaszak, A.T. and 5 more (...) (2023).Photogrammetry for coral structural complexity: What is beyond sight?. Coral Reefs,42(3) 635-644",https://www.scopus.com/record/display.url?eid=2-s2.0-85151390308&origin=resultslist,10.1007/s00338-023-02368-6,Article,,2-s2.0-85151390308,-,Universidad del Mar| Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,715579| 505017| 505023,Academic,3.0,60014923| 60032442| 60023058| 120961754,"Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México| Universidad del Mar, Puerto Ángel| Fundación Dominicana de Estudios Marinos",55538545400,57202916743,55538545400| 57202916743,-,Mexico| Dominican Republic,2.0,1104,Aquatic Science,5,Life Sciences & Medicine,502,Agriculture & Forestry,32,Life Sciences,41| 31| 37,Environmental Sciences| Biological Sciences| Earth Sciences,-,-,-,Coral Reefs and Marine Ecosystem Resilience,479,74.101,Coral Reef Ecosystem Dynamics and Management Strategies,2485,97.617,Definitive,Internacional,3.0
