Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Ramírez, Osusbel Olivares",57217093683,"Indian and Indigenous at the north, south and center of the country's collective representations, recollections and ideology in Mexico","Juárez-Romero, J.| Bermúdez, J.A.| Ramírez, O.O.",3.0,57217093523| 10640668900| 57217093683,2019.0,2019-01-01,Papers on Social Representations,28,2,2.1-2.29,-,ISSN-10215573,21100787776.0,Journal,ISCTE,English,0.69,52,0.6,81,0.126,92,0.28,11.0,0.0,0.0,8.66,82.0,75.0,0.0,0.0,"Juárez-Romero, J., Bermúdez, J.A., Ramírez, O.O. (2019).Indian and Indigenous at the north, south and center of the country's collective representations, recollections and ideology in Mexico. Papers on Social Representations,28(2) 2.1-2.29",https://www.scopus.com/record/display.url?eid=2-s2.0-85086168582&origin=resultslist,-,Article,,2-s2.0-85086168582,-,Universidad Autonoma de Nuevo Leon| Universidad Autónoma Metropolitana,505013| 505017,Academic,2.0,60028381| 60025417,Universidad Autónoma Metropolitana -Unidad Iztapalapa| Universidad Autónoma de Nuevo León,57217093523,57217093683,57217093523,-,Mexico,1.0,3207,Social Psychology,3,Social Sciences & Management,541,Psychology,39,Psychology,44| 52,Human Society| Psychology,5205| 4401| 5203,Social and personality psychology| Anthropology| Clinical and health psychology,-,Health Care Dynamics in Brazilian Communities,1024,13.146,Social Representation and Quality of Life in Brazil,13821,62.16,Very Good,Nacional,2.0
