Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Tobías, Ileana",57205489902,Purification and biochemical characterization of polyphenol oxidase from soursop (Annona muricata L.) and its inactivation by microwave and ultrasound treatments,"Palma-Orozco, G.| Marrufo-Hernández, N.A.| Tobías, I.| Nájera, H.",4.0,36622779000| 56383871200| 57205489902| 6507239121,2019.0,2019-03-01,Journal of Food Biochemistry,43,3,-,e12770,ISSN-01458884,20580.0,Journal,Blackwell Publishing Ltd,English,0.66,53,1.8,54,0.399,51,1.91,46.0,18.0,0.8,12.53,27.0,35.0,0.0,0.0,"Palma-Orozco, G., Marrufo-Hernández, N.A., Tobías, I. and 1 more (...) (2019).Purification and biochemical characterization of polyphenol oxidase from soursop (Annona muricata L.) and its inactivation by microwave and ultrasound treatments. Journal of Food Biochemistry,43(3) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85060231031&origin=resultslist,10.1111/jfbc.12770,Article,,2-s2.0-85060231031,31353556,Universidad Autónoma Metropolitana| Instituto Politécnico Nacional,505017| 505011,Academic,2.0,60019176| 60024080,Instituto Politécnico Nacional| Universidad Autónoma Metropolitana Unidad Cuajimalpa,36622779000,6507239121,6507239121,-,Mexico,1.0,1106| 1304| 1307| 3004,Food Science| Biophysics| Cell Biology| Pharmacology,5,Life Sciences & Medicine,537| 507| 502,Pharmacy & Pharmacology| Biological Sciences| Agriculture & Forestry,34| 32,Medical and Health| Life Sciences,30,"Agricultural, Veterinary And Food Sciences",3006,Food sciences,-,Ethylene Regulation and Antioxidant Activity in Fruits,419,83.649,Polyphenol Oxidase Activity and Browning Control,8961,93.543,Definitive,Nacional,2.0
