Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Tellkamp, Jörg Alejandro",55818859700,Natural and human law in the Atlantic context: Alonso de la Veracruz and Tomás de Mercado,"Tellkamp, J.A.",1.0,55818859700,2023.0,2023-01-01,Araucaria,25,54,567-589,-,ISSN-15756823,21100211326.0,Journal,Departamento de Literatura EspaÃÂ±ola-Universidad de Sevilla,English,0.78,42,0.3,49,0.237,18,0.3,4.0,1.0,0.36,2.76,65.0,56.0,0.0,0.0,"Tellkamp, J.A. (2023).Natural and human law in the Atlantic context: Alonso de la Veracruz and Tomás de Mercado. Araucaria,25(54) 567-589",https://www.scopus.com/record/display.url?eid=2-s2.0-85177592618&origin=resultslist,10.12795/araucaria.2023.i54.27,Article,Gold|Green,2-s2.0-85177592618,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60014923,Universidad Autónoma Metropolitana,-,-,55818859700,55818859700,Mexico,1.0,1201| 1202| 1211| 3301| 3312,Arts and Humanities (miscellaneous)| History| Philosophy| Social Sciences (miscellaneous)| Sociology and Political Science,1| 3,Arts & Humanities| Social Sciences & Management,342| 126| 138,Sociology| History| Philosophy,40| 33,Social Sciences| Arts and Humanities,44| 38| 48,Human Society| Economics| Law And Legal Studies,4803| 3899| 4408,International and comparative law| Other economics| Political science,-,Philosophical Foundations of Human Understanding,1371,3.663,Moral Theology and Probabilism in the Seventeenth Century,31520,11.72,Defensible,Personal,1.0
