Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Padilla-Flores, Ingrid",57423164400,Validation of medical prescriptions’ suitability on patients with heart disease,"Leyva-López, Y.| Torres-Peláez, M.L.| Guerrero-Barrera, A.| Padilla-Flores, I.",4.0,57451755800| 6505855321| 57423245100| 57423164400,2022.0,2022-01-01,Archivos de Cardiologia de Mexico,92,1,75-84,-,ISSN-14059940,34097.0,Journal,Instituto Nacional de Cardiologia Ignazio Chavez,Spanish,0.12,90,0.5,88,0.134,89,1.19,14.0,0.0,0.0,10.14,81.0,80.0,0.0,0.0,"Leyva-López, Y., Torres-Peláez, M.L., Guerrero-Barrera, A. and 1 more (...) (2022).Validation of medical prescriptions’ suitability on patients with heart disease. Archivos de Cardiologia de Mexico,92(1) 75-84",https://www.scopus.com/record/display.url?eid=2-s2.0-85123324475&origin=resultslist,10.24875/acme.m22000272,Article,Hybrid gold,2-s2.0-85123324475,34010948,Universidad Autónoma Metropolitana| Instituto Nacional de Cardiologia Ignacio Chavez,505017| 505008,Government| Academic,2.0,60010748| 60014923| 60010210,Instituto Nacional de Cardiologia Ignacio Chavez| Universidad Autónoma Metropolitana| Universidad Autónoma Metropolitana Unidad Xochimilco,57451755800,57423164400,57451755800,-,Mexico,1.0,2705,Cardiology and Cardiovascular Medicine,5,Life Sciences & Medicine,532,Medicine,34,Medical and Health,32,Biomedical And Clinical Sciences,3202,Clinical sciences,SDG 3,Enhancing Patient Safety through Medication Management,26,76.978,Polypharmacy and Quality of Life in Aging Populations,43434,19.726,Defensible,Nacional,2.0
