Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Porto-Ramírez, Sergio Leonardo",57299424500,"Characterization of assemblages in neotropical cave dwelling bats based on their diet, wing morphology, and flight performance","Salgado-Mejia, F.| López-Wilchis, R.| Guevara-Chumacero, L.M.| Valverde-Padilla, P.L.| Del Río, P.C.M.| Porto-Ramírez, S.L.| Rojas-Martínez, I.| Sámano-Barbosa, G.A.",8.0,57189689162| 6506734916| 56013529500| 55993669300| 56002764200| 57299424500| 57299606400| 57300158100,2021.0,2021-01-01,Therya,12,3,435-447,-,ISSN-20073364,21100469599.0,Journal,Asociacion Mexicana de Mastozoologia,Spanish,0.76,46,1.5,59,0.36,48,0.54,12.0,4.0,0.61,6.53,55.0,42.0,0.0,0.0,"Salgado-Mejia, F., López-Wilchis, R., Guevara-Chumacero, L.M. and 5 more (...) (2021).Characterization of assemblages in neotropical cave dwelling bats based on their diet, wing morphology, and flight performance. Therya,12(3) 435-447",https://www.scopus.com/record/display.url?eid=2-s2.0-85117289321&origin=resultslist,10.12933/THERYA-21-1075,Article,Gold,2-s2.0-85117289321,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60014923| 60028381,Universidad Autónoma Metropolitana| Universidad Autónoma Metropolitana -Unidad Iztapalapa,57189689162,57300158100,6506734916,-,Mexico,1.0,1103,Animal Science and Zoology,5,Life Sciences & Medicine,502,Agriculture & Forestry,32,Life Sciences,41| 31,Environmental Sciences| Biological Sciences,3109| 4104| 3103,Zoology| Environmental management| Ecology,-,Bats and Their Ecological Interactions in Diverse Habitats,1373,13.996,Foraging Behavior and Habitat Dynamics in Bats,1807,93.349,Very Good,UAM,1.0
