Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Soto, Araceli Soní",57273473400,Killing desire in ensayo de un crimen [the criminal life of archibaldo de la cruz,"Soto, A.S.",1.0,57273473400,2021.0,2021-02-25,La Palabra,2021,40,-,e11542,ISSN-01218530,21101091058.0,Journal,Universidad Pedagogica y Tecnologica de Colombia,Spanish,0,95,-,-,-,-,0.35,2.0,0.0,0.0,0.71,82.0,79.0,0.0,2.0,"Soto, A.S. (2021).Killing desire in ensayo de un crimen [the criminal life of archibaldo de la cruz. La Palabra,2021(40) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85115796249&origin=resultslist,10.19053/01218530.n40.2021.11542,Article,Gold|Green,2-s2.0-85115796249,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60010210,Universidad Autónoma Metropolitana Unidad Xochimilco,-,-,57273473400,57273473400,Mexico,1.0,1208,Literature and Literary Theory,1,Arts & Humanities,123,English Language & Literature,33,Arts and Humanities,-,-,-,-,SDG 16,Philosophical Foundations of Art and Politics,813,7.652,Surrealism and the Cinematic Vision of Buñuel,52898,11.904,Very Good,Personal,1.0
