Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Bravo-Contreras, Maricela Claudia",57916312900,Natural Language Semantic Answering: Application to Medicinal Plants and Coronavirus,"Cuevas-Rasgado, A.D.| Bravo-Contreras, M.C.| Lake-Moctezuma, F.L.| Guzmán-Arenas, A.",4.0,55665778000| 57916312900| 57916886800| 23012044300,2022.0,2022-01-01,Computacion y Sistemas,26,3,1167-1190,-,ISSN-14055546,21100223167.0,Journal,Instituto Politecnico Nacional,English,0.38,72,1.2,78,0.219,74,0.32,9.0,0.0,0.0,13.62,81.0,80.0,0.0,0.0,"Cuevas-Rasgado, A.D., Bravo-Contreras, M.C., Lake-Moctezuma, F.L. and 1 more (...) (2022).Natural Language Semantic Answering: Application to Medicinal Plants and Coronavirus. Computacion y Sistemas,26(3) 1167-1190",https://www.scopus.com/record/display.url?eid=2-s2.0-85139351623&origin=resultslist,10.13053/CYS-26-3-4034,Article,,2-s2.0-85139351623,-,Universidad Autónoma Metropolitana| Universidad Autonoma del Estado de Mexico| Instituto Politécnico Nacional,505017| 505051| 505011,Academic,3.0,60002281| 60014923| 60019176,Universidad Autónoma del Estado de México| Universidad Autónoma Metropolitana| Instituto Politécnico Nacional,55665778000,23012044300,-,-,Mexico,1.0,1700,General Computer Science,2,Engineering & Technology,212,Computer Science & Information Systems,38,Computer Science,46,Information And Computing Sciences,4602| 4605| 4603,Artificial intelligence| Data management and data science| Computer vision and multimedia computation,-,Machine Learning Techniques in Sentiment Analysis,5,99.738,Integrating Knowledge Bases for Enhanced Question Answering,16614,95.319,Defensible,Nacional,3.0
