Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Fusaro, Lorenzo",57191554554,"Why China is different: Hegemony, revolutions and the rise of contender states","Fusaro, L.",1.0,57191554554,2017.0,2017-01-01,Research in Political Economy,32,-,185-223,-,ISSN-01617230,4100151535.0,Book Series,Emerald Group Publishing Ltd.,English,0.39,71,0.9,48,0.144,73,0.52,17.0,5.0,0.19,5.23,54.0,64.0,0.0,0.0,"Fusaro, L. (2017).Why China is different: Hegemony, revolutions and the rise of contender states. Research in Political Economy,32185-223",https://www.scopus.com/record/display.url?eid=2-s2.0-85027436656&origin=resultslist,10.1108/S0161-723020170000032011,Article,,2-s2.0-85027436656,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60014923,Universidad Autónoma Metropolitana,-,-,57191554554,57191554554,Mexico,1.0,2002| 3320,Economics and Econometrics| Political Science and International Relations,3,Social Sciences & Management,317| 340,Economics & Econometrics| Politics & International Studies,40| 35,Social Sciences| Business and Economics,35| 38,"Commerce, Management, Tourism And Services| Economics",3801| 3899| 3502,"Applied economics| Other economics| Banking, finance and investment",-,Empowering Student Success through Diverse Learning Experiences,1161,50.948,Equity and Aspirations in Higher Education Access,22217,74.8,Defensible,Personal,1.0
