Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Zubieta, Herlan André Argandoña",58305456500,The limits of monetary approaches to the theory of value,"Salazar, M.E.S.| Zubieta, H.A.A.",2.0,58305253200| 58305456500,2023.0,2023-01-01,Cuadernos de Economia (Colombia),42,88,81-89,-,ISSN-01214772,12100157018.0,Journal,Universidad Nacional de Colombia,English| Spanish,0.49,64,1.1,41,0.151,57,0.71,18.0,0.0,0.0,5.76,77.0,77.0,0.0,0.0,"Salazar, M.E.S., Zubieta, H.A.A. (2023).The limits of monetary approaches to the theory of value. Cuadernos de Economia (Colombia),42(88) 81-89",https://www.scopus.com/record/display.url?eid=2-s2.0-85161130471&origin=resultslist,10.15446/cuad.econ.v42n88.102923,Article,Gold|Green,2-s2.0-85161130471,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60014923,Universidad Autónoma Metropolitana,58305253200,58305456500,58305253200,-,Mexico,1.0,1201| 2000| 3301,"Arts and Humanities (miscellaneous)| General Economics,Econometrics and Finance| Social Sciences (miscellaneous)",1| 3,Arts & Humanities| Social Sciences & Management,317,Economics & Econometrics,40| 35| 33,Social Sciences| Business and Economics| Arts and Humanities,38,Economics,3802| 3803| 3801,Econometrics| Economic theory| Applied economics,-,Monetary Policy and Economic Dynamics in Markets,271,68.738,Monetary Models and Their Economic Implications,14444,79.395,Definitive,UAM,1.0
