Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Osorio, A. I.",56421676500,SAR of a birdcage coil with variable number of rungs at 300 MHz,"Martin, R.| Vazquez, J.F.| Marrufo, O.| Solis, S.E.| Osorio, A.| Rodriguez, A.O.",6.0,57199128918| 55435740300| 15843398100| 56013637000| 56421676500| 55993708000,2016.0,2016-03-01,Measurement: Journal of the International Measurement Confederation,82,-,482-489,-,ISSN-02632241,15424.0,Journal,Elsevier B.V.,English,1.73,8,4,19,0.727,20,1.0,32.0,9.0,0.26,7.82,44.0,59.0,0.0,0.0,"Martin, R., Vazquez, J.F., Marrufo, O. and 3 more (...) (2016).SAR of a birdcage coil with variable number of rungs at 300 MHz. Measurement: Journal of the International Measurement Confederation,82482-489",https://www.scopus.com/record/display.url?eid=2-s2.0-84955606819&origin=resultslist,10.1016/j.measurement.2016.01.013,Article,,2-s2.0-84955606819,-,Universidad Autónoma Metropolitana| Instituto Nacional de Neurologia y Neurocirugia| Universidad Nacional Autónoma de México,505017| 505040| 505023,Academic| Government,3.0,60032442| 60000029| 60023193| 60028381,Universidad Nacional Autónoma de México| Instituto Nacional de Neurología y Neurocirugía| Universidad Autónoma Metropolitana - Azcapotzalco| Universidad Autónoma Metropolitana -Unidad Iztapalapa,57199128918,55993708000,55993708000,-,Mexico,1.0,2208| 3105,Electrical and Electronic Engineering| Instrumentation,4| 2,Natural Sciences| Engineering & Technology,249| 439| 221,Engineering - Petroleum| Physics & Astronomy| Engineering - Electrical & Electronic,37| 36,Physical Sciences| Engineering,49| 46,Mathematical Sciences| Information And Computing Sciences,-,-,-,Magnetic Resonance Imaging Techniques,329,56.442,Innovative RF Coil Designs for MRI Enhancement,3409,90.981,Very Good,Nacional,3.0
