Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Sánchez, José Fernando González",57404778200,"Determination of aflatoxins in spices, ingredients and spice mixtures used in the formulation of meat products marketed in Mexico City","Barragán, M.L.R.| Sánchez, J.F.G.| Tolentino, R.G.| Medina, A.C.E.| González, J.J.P.| León, S.V.Y.",6.0,57405257600| 57404778200| 56887881100| 7101621099| 57194042830| 55993740200,2021.0,2021-07-01,Revista Mexicana De Ciencias Pecuarias,12,3,944-957,-,ISSN-20071124,19700201528.0,Journal,INIFAP-CENID Parasitologia Veterinaria,English,0.49,65,0.8,69,0.216,60,1.3,25.0,1.0,0.0,5.9,73.0,79.0,0.0,0.0,"Barragán, M.L.R., Sánchez, J.F.G., Tolentino, R.G. and 3 more (...) (2021).Determination of aflatoxins in spices, ingredients and spice mixtures used in the formulation of meat products marketed in Mexico City. Revista Mexicana De Ciencias Pecuarias,12(3) 944-957",https://www.scopus.com/record/display.url?eid=2-s2.0-85122522021&origin=resultslist,10.22319/rmcp.v12i3.5530,Article,Gold|Green,2-s2.0-85122522021,-,Universidad Autónoma Metropolitana| Centro Nacional de Sanidad Agropecuaria,505017| 722363,Academic,2.0,60014923| 60010210| 60077491,Universidad Autónoma Metropolitana| Universidad Autónoma Metropolitana Unidad Xochimilco| Centro Nacional de Sanidad Agropecuaria,57405257600,55993740200,55993740200,-,Mexico| Cuba,2.0,1103| 3400,Animal Science and Zoology| General Veterinary,5,Life Sciences & Medicine,502| 546,Agriculture & Forestry| Veterinary Science,32,Life Sciences,31| 30,"Biological Sciences| Agricultural, Veterinary And Food Sciences",3109| 3003| 3009,Zoology| Animal production| Veterinary sciences,SDG 3,Mycotoxin Detection and Impact on Health,642,76.39,Aflatoxin Contamination in Global Spice Markets,30846,73.331,Very Good,Internacional,1.0
