Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Hamel, Rainer Enrique",15044411600,Language policy and planning: challenges for Latin American universities,"Hamel, R.E.| Álvarez López, E.| Carvalhal, T.P.",3.0,15044411600| 57190293606| 57190299871,2016.0,2016-10-01,Current Issues in Language Planning,17,3-4,278-297,-,ISSN-14664208,5600155022.0,Journal,Routledge,English,1.73,8,1.9,15,0.722,13,3.91,90.0,19.0,0.54,3.73,28.0,44.0,0.0,1.0,"Hamel, R.E., Álvarez López, E., Carvalhal, T.P. (2016).Language policy and planning: challenges for Latin American universities. Current Issues in Language Planning,17(3-4) 278-297",https://www.scopus.com/record/display.url?eid=2-s2.0-84978971169&origin=resultslist,10.1080/14664208.2016.1201208,Article,,2-s2.0-84978971169,-,Universidade Federal da Integração Latino-Americana| Universidad Autónoma Metropolitana| Instituto Politécnico Nacional,725433| 505017| 505011,Academic,3.0,60014923| 60019176| 60268781,Universidad Autónoma Metropolitana| Instituto Politécnico Nacional| Universidade Federal da Integração Latino-Americana,15044411600,57190299871,15044411600,-,Mexico| Brazil,2.0,1203| 3304| 3310,Language and Linguistics| Education| Linguistics and Language,3| 1,Social Sciences & Management| Arts & Humanities,318| 130,Education & Training| Linguistics,33| 41,Arts and Humanities| Education Studies,47,"Language, Communication And Culture",4704| 4703,Linguistics| Language studies,-,Peer Review Dynamics in Biomedical Research Networks,101,86.593,Challenges of English Publication for Global Scholars,17847,89.583,Defensible,Internacional,2.0
