Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Quintana, Agar Karina",55628015100,Measuring implanted patient response to tone pips,"Cornejo, J.M.| Quintana, A.K.| Beltran, N.E.| Granados, P.",4.0,7005260476| 55628015100| 56000854900| 6507824077,2021.0,2021-12-01,BioMedical Engineering Online,20,1,-,10,ISSN-1475925X,28586.0,Journal,BioMed Central Ltd,English,1.33,18,6.1,18,0.716,34,2.14,40.0,5.0,0.42,12.0,51.0,53.0,0.0,0.0,"Cornejo, J.M., Quintana, A.K., Beltran, N.E. and 1 more (...) (2021).Measuring implanted patient response to tone pips. BioMedical Engineering Online,20(1) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85099405403&origin=resultslist,10.1186/s12938-020-00844-6,Article,Gold|Green,2-s2.0-85099405403,33446195,Universidad Autónoma Metropolitana,505017,Academic,1.0,60028381| 60014923| 60024080,Universidad Autónoma Metropolitana -Unidad Iztapalapa| Universidad Autónoma Metropolitana| Universidad Autónoma Metropolitana Unidad Cuajimalpa,7005260476,6507824077,7005260476| 56000854900,-,Mexico,1.0,2204| 2502| 2741| 3614,"Biomedical Engineering| Biomaterials| Radiology, Nuclear Medicine and Imaging| Radiological and Ultrasound Technology",5| 4| 2,Life Sciences & Medicine| Natural Sciences| Engineering & Technology,507| 532| 433,Biological Sciences| Medicine| Materials Science,36| 34,Engineering| Medical and Health,40| 46,Engineering| Information And Computing Sciences,4601| 4003,Applied computing| Biomedical engineering,-,Cochlear Implants and Occupational Noise Exposure,1084,30.216,Cochlear Implantation and Auditory Response Optimization,36493,63.164,Definitive,UAM,1.0
