Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Gómez, Andrea",58303021000,"Not in the Eye of the Beholder: Racialization, Whiteness, and Beauty Standards in Mexico","Krozer, A.| Gómez, A.",2.0,56897032400| 58303021000,2023.0,2023-01-01,Latin American Research Review,58,2,422-439,-,ISSN-00238791,27733.0,Journal,Cambridge University Press,English,1.05,25,1.4,4,0.386,3,0.97,15.0,20.0,7.92,2.53,11.0,2.0,0.0,0.0,"Krozer, A., Gómez, A. (2023).Not in the Eye of the Beholder: Racialization, Whiteness, and Beauty Standards in Mexico. Latin American Research Review,58(2) 422-439",https://www.scopus.com/record/display.url?eid=2-s2.0-85152525954&origin=resultslist,10.1017/lar.2022.104,Article,Gold|Green,2-s2.0-85152525954,-,"El Colegio de Mexico, A.C.| Universidad Autónoma Metropolitana",704101| 505017,Academic,2.0,60005883| 60014923,"El Colegio de Mexico, A.C.| Universidad Autónoma Metropolitana",56897032400,58303021000,58303021000,-,Mexico,1.0,1000| 1200| 1202| 1208| 2000| 3303| 3305| 3312| 3314| 3316| 3320,"Multidisciplinary| General Arts and Humanities| History| Literature and Literary Theory| General Economics,Econometrics and Finance| Development| Geography, Planning and Development| Sociology and Political Science| Anthropology| Cultural Studies| Political Science and International Relations",1| 3,Arts & Humanities| Social Sciences & Management,311| 126| 123| 340| 425| 304| 317| 342| 315,Communication & Media Studies| History| English Language & Literature| Politics & International Studies| Geography| Anthropology| Economics & Econometrics| Sociology| Development Studies,35| 33| 40,Business and Economics| Arts and Humanities| Social Sciences,MD,Multidisciplinary,MD,Multidisciplinary,-,Cultural Identity and Racial Dynamics in Brazil,1414,7.914,Racial Dynamics and Social Inequality in Brazil,6367,80.21,Definitive,Nacional,2.0
