Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Vega-Medina, Antonio",57358504900,"Synthesis and pharmacological evaluation of free-base 5,10,15,20-tetrakis (4-hydroxyphenyl)porphyrin and its Zn, Cu, Co metalloderivatives","Vega-Medina, A.| Pérez-Gutiérrez, S.| Pérez-Ramos, J.| Martínez-Nava, C.| Pérez-González, C.",5.0,57358504900| 55547707400| 55659065100| 57947605700| 57207987699,2022.0,2022-01-01,Indian Journal of Chemistry (IJC),61,9,1124-1133,-,ISSN-25831321,21101117182.0,Journal,Scientific Publishers,English,-,-,0.1,99,-,-,0.68,12.0,0.0,0.0,9.53,81.0,80.0,0.0,0.0,"Vega-Medina, A., Pérez-Gutiérrez, S., Pérez-Ramos, J. and 2 more (...) (2022).Synthesis and pharmacological evaluation of free-base 5,10,15,20-tetrakis (4-hydroxyphenyl)porphyrin and its Zn, Cu, Co metalloderivatives. Indian Journal of Chemistry (IJC),61(9) 1124-1133",https://www.scopus.com/record/display.url?eid=2-s2.0-85140878370&origin=resultslist,10.56042/ijc.v61i10.67205,Article,Gold,2-s2.0-85140878370,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60010210,Universidad Autónoma Metropolitana Unidad Xochimilco,57358504900,57207987699,57207987699,-,Mexico,1.0,1604| 1605| 1606| 3000,"Inorganic Chemistry| Organic Chemistry| Physical and Theoretical Chemistry| General Pharmacology, Toxicology and Pharmaceutics",2| 5| 4,Engineering & Technology| Life Sciences & Medicine| Natural Sciences,409| 537| 249,Chemistry| Pharmacy & Pharmacology| Engineering - Petroleum,37| 34,Physical Sciences| Medical and Health,-,-,-,-,SDG 3,Photodynamic Therapy and Reactive Oxygen Species in Cancer Treatment,769,52.78,Aminolevulinic Acid in Photodynamic Therapy Applications,83964,72.44,Weak,UAM,1.0
