Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Fuentes-Freixanet, Víctor",57392678900,CFD simulation of an inclined roof solar chimney,"Fuentes-Freixanet, V.| Rodríguez-Trejo, S.",2.0,57392678900| 57393129600,2021.0,2021-12-01,Habitat Sustentable,11,2,72-81,-,ISSN-07190700,21101018933.0,Journal,Universidad del Bío Bío,English,0.19,84,0.3,63,0.16,55,0.9,33.0,0.0,0.0,10.67,82.0,79.0,0.0,0.0,"Fuentes-Freixanet, V., Rodríguez-Trejo, S. (2021).CFD simulation of an inclined roof solar chimney. Habitat Sustentable,11(2) 72-81",https://www.scopus.com/record/display.url?eid=2-s2.0-85122109101&origin=resultslist,10.22320/07190700.2021.11.02.06,Article,Gold|Green,2-s2.0-85122109101,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60023193,Universidad Autónoma Metropolitana - Azcapotzalco,57392678900,57393129600,-,-,Mexico,1.0,2105| 2215| 2216| 2501| 3205| 3305| 3322,"Renewable Energy, Sustainability and the Environment| Building and Construction| Architecture| Materials Science (miscellaneous)| Experimental and Cognitive Psychology| Geography, Planning and Development| Urban Studies",3| 1| 5| 2,Social Sciences & Management| Arts & Humanities| Life Sciences & Medicine| Engineering & Technology,221| 433| 106| 425| 220| 541,Engineering - Electrical & Electronic| Materials Science| Architecture| Geography| Engineering - Civil & Structural| Psychology,40| 36| 39| 33,Social Sciences| Engineering| Psychology| Arts and Humanities,33| 40,Built Environment And Design| Engineering,3302| 4005| 3301,Building| Civil engineering| Architecture,SDG 7,Innovative Solar Technologies for Energy and Water,529,94.31,Thermal Performance of Solar Chimneys and Trombe Walls,12743,96.821,Definitive,UAM,1.0
