Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Fuentes, Felipe Marchant",57007912800,Are there unions in La Araucanía? Organizational problems in research and action experiences,"Sanhueza, C.A.| Armazabal, L.B.| Jorquera, Á.G.| Véjar, D.J.| Fuentes, F.M.",5.0,57219231823| 57219231658| 57219230366| 57198424556| 57007912800,2022.0,2022-01-01,Izquierdas,51,-,3649-3675,-,ISSN-07185049,21100258911.0,Journal,Ariadna Ediciones,Spanish,0.71,48,0.6,28,0.255,16,0.78,15.0,1.0,0.31,3.18,70.0,61.0,0.0,0.0,"Sanhueza, C.A., Armazabal, L.B., Jorquera, Á.G. and 2 more (...) (2022).Are there unions in La Araucanía? Organizational problems in research and action experiences. Izquierdas,513649-3675",https://www.scopus.com/record/display.url?eid=2-s2.0-85152128747&origin=resultslist,10.4067/S0718-50492022000100224,Article,Gold,2-s2.0-85152128747,-,Universidad Autónoma Metropolitana| Universidad Católica de Temuco| Universidad Alberto Hurtado,505017| 700288| 703062,Academic,3.0,60025749| 60088733| 129457429| 60028381,Universidad Católica de Temuco| Universidad Alberto Hurtado| Universidad Friedrich Schiller de Jenam Alemania| Universidad Autónoma Metropolitana -Unidad Iztapalapa,57219231823,57007912800,-,-,Chile| Mexico| Germany,3.0,1202| 3312| 3320,History| Sociology and Political Science| Political Science and International Relations,1| 3,Arts & Humanities| Social Sciences & Management,126| 340| 342,History| Politics & International Studies| Sociology,40| 33,Social Sciences| Arts and Humanities,38| 44,Economics| Human Society,3801| 3899| 4408,Applied economics| Other economics| Political science,SDG 8,"Justice, Power, and Health in Society",1181,9.418,Work Identity and Social Dynamics in Chile,73648,38.873,Defensible,Internacional,1.0
