Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Contreras, Areli Veloz",59163362700,Subjectivation and ontological debt: Relatives of persons deprived of liberty,"González, P.H.| Contreras, A.V.",2.0,59162216600| 59163362700,2024.0,2024-01-01,Revista Mexicana de Sociologia,86,2,321-347,-,ISSN-01882503,17356.0,Journal,Universidad Nacional Autonoma de Mexico,English| Spanish,0.74,46,0.8,63,0.202,63,0.38,8.0,0.0,0.0,3.71,70.0,70.0,0.0,0.0,"González, P.H., Contreras, A.V. (2024).Subjectivation and ontological debt: Relatives of persons deprived of liberty. Revista Mexicana de Sociologia,86(2) 321-347",https://www.scopus.com/record/display.url?eid=2-s2.0-85195375347&origin=resultslist,10.22201/iis.01882503p.2024.2.62272,Article,Gold,2-s2.0-85195375347,-,Universidad Autonoma de Baja California| Universidad Autónoma Metropolitana| Autonomous University of Barcelona,505046| 505017| 312045,Academic,3.0,60023020| 60005618| 60028381,Universitat Autònoma de Barcelona| Universidad Autónoma de Baja California| Universidad Autónoma Metropolitana -Unidad Iztapalapa,59162216600,59163362700,-,-,Spain| Mexico,2.0,3301| 3312,Social Sciences (miscellaneous)| Sociology and Political Science,3,Social Sciences & Management,342,Sociology,40,Social Sciences,44,Human Society,4410| 4401| 4404,Sociology| Anthropology| Development studies,-,Migration Dynamics and Socioeconomic Impacts,32,83.519,Social Reproduction and Feminist Political Economy,40723,84.081,Defensible,Internacional,2.0
