Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Salas, Arely Areanely Cruz",57211506906,Sustainability assessment of waste management system for mexico city (Mexico)—based on analytic hierarchy process,"Tsydenova, N.| Morillas, A.V.| Salas, A.A.C.",3.0,57210357141| 57210363079| 57211506906,2018.0,2018-01-01,Recycling,3,3,-,45,ISSN-23134321,21100934090.0,Journal,MDPI AG,English,1.05,28,-,-,-,-,1.25,62.0,41.0,1.02,15.65,13.0,28.0,0.0,0.0,"Tsydenova, N., Morillas, A.V., Salas, A.A.C. (2018).Sustainability assessment of waste management system for mexico city (Mexico)—based on analytic hierarchy process. Recycling,3(3) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85065288172&origin=resultslist,10.3390/recycling3030045,Article,Gold|Green,2-s2.0-85065288172,-,Universidad Autónoma Metropolitana| University of Oldenburg,505017| 309088,Academic,2.0,60020306| 60023193,Universität Oldenburg| Universidad Autónoma Metropolitana - Azcapotzalco,57210357141,57211506906,57210357141,-,Mexico| Germany,2.0,2308| 2311| 2500,"Management, Monitoring, Policy and Law| Waste Management and Disposal| General Materials Science",2| 3,Engineering & Technology| Social Sciences & Management,433| 424,Materials Science| Environmental Sciences,36| 37,Engineering| Physical Sciences,40| 41,Engineering| Environmental Sciences,4011| 4104,Environmental engineering| Environmental management,SDG 11| SDG 12| SDG 13,Waste Management Strategies for Carbon Emission Reduction,447,91.694,Environmental Impact of Municipal Solid Waste Management,2109,99.433,Very Good,Internacional,1.0
