Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Escobar-Aguilar, Eric S.",55580772500,Heat Flux for a Relativistic Dilute Bidimensional Gas,"García-Perciante, A.L.| Méndez, A.R.| Escobar-Aguilar, E.",3.0,16174984400| 56002716100| 55580772500,2017.0,2017-04-01,Journal of Statistical Physics,167,1,123-134,-,ISSN-00224715,28574.0,Journal,"Springer Science and Business Media, LLC",English,0.96,32,2.7,27,0.93,24,0.54,14.0,10.0,0.84,7.15,42.0,34.0,0.0,0.0,"García-Perciante, A.L., Méndez, A.R., Escobar-Aguilar, E. (2017).Heat Flux for a Relativistic Dilute Bidimensional Gas. Journal of Statistical Physics,167(1) 123-134",https://www.scopus.com/record/display.url?eid=2-s2.0-85013096170&origin=resultslist,10.1007/s10955-017-1742-x,Article,,2-s2.0-85013096170,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60024080| 60028381,Universidad Autónoma Metropolitana Unidad Cuajimalpa| Universidad Autónoma Metropolitana -Unidad Iztapalapa,16174984400,55580772500,16174984400,-,Mexico,1.0,2604| 2610| 3104| 3109,Applied Mathematics| Mathematical Physics| Condensed Matter Physics| Statistical and Nonlinear Physics,4,Natural Sciences,439| 431,Physics & Astronomy| Mathematics,37,Physical Sciences,49| 51,Mathematical Sciences| Physical Sciences,-,-,-,Quark Gluon Plasma and Phase Transitions,175,57.619,Viscosity Dynamics in Quark-Gluon Plasma,11509,87.496,Definitive,UAM,1.0
