Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Sosa-Rodriguez, Fabíola Sagrario",36646751000,Environmental assessment of energy production from anaerobic digestion of pig manure at medium-scale using life cycle assessment,"Ramírez-Islas, M.E.| Güereca, L.P.| Sosa-Rodriguez, F.S.| Cobos-Peralta, M.A.",4.0,7201568221| 14822178700| 36646751000| 56512351200,2020.0,2020-02-01,Waste Management,102,-,85-96,-,ISSN-0956053X,26490.0,Journal,Elsevier Ltd,English,2.19,5,11.5,7,1.807,8,2.68,204.0,67.0,1.84,22.77,6.0,14.0,0.0,1.0,"Ramírez-Islas, M.E., Güereca, L.P., Sosa-Rodriguez, F.S. and 1 more (...) (2020).Environmental assessment of energy production from anaerobic digestion of pig manure at medium-scale using life cycle assessment. Waste Management,10285-96",https://www.scopus.com/record/display.url?eid=2-s2.0-85073985281&origin=resultslist,10.1016/j.wasman.2019.10.012,Article,,2-s2.0-85073985281,31669678,Universidad Autónoma Metropolitana| Colegio de Postgraduados| Universidad Nacional Autónoma de México,505017| 505003| 505023,Academic,3.0,60028381| 60032442| 60023193| 60033065,Universidad Autónoma Metropolitana -Unidad Iztapalapa| Universidad Nacional Autónoma de México| Universidad Autónoma Metropolitana - Azcapotzalco| Colegio De Postgraduados Campus Montecillo,7201568221,56512351200,7201568221,-,Mexico,1.0,2311,Waste Management and Disposal,3,Social Sciences & Management,424,Environmental Sciences,37,Physical Sciences,41| 33| 40,Environmental Sciences| Built Environment And Design| Engineering,4004| 3302| 4104,Chemical engineering| Building| Environmental management,SDG 2| SDG 7| SDG 8| SDG 9| SDG 12| SDG 13,"Biogas, Biochar, and Microbial Fuel Cells",69,98.954,Biogas Production and Environmental Impact Assessment,20843,81.93,Defensible,Nacional,3.0
"Sosa-Rodriguez, Fabíola Sagrario",36646751000,"Assessment of arsenic and fluorine in surface soil to determine environmental and health risk factors in the Comarca Lagunera, Mexico","Sariñana-Ruiz, Y.A.| Vazquez-Arenas, J.| Sosa-Rodríguez, F.S.| Labastida, I.| Armienta, M.A.| Aragón-Piña, A.| Escobedo-Bretado, M.A.| González-Valdez, L.S.| Ponce-Peña, P.| Ramírez-Aldaba, H.| Lara, R.H.",11.0,57193682299| 56013705500| 36646751000| 25650180400| 7003338266| 8697737500| 57202633960| 6504583666| 56507368200| 57191409123| 56335217900,2017.0,2017-01-01,Chemosphere,178,-,391-401,-,ISSN-00456535,24657.0,Journal,Elsevier Ltd,English,1.48,12,6.4,10,1.435,12,3.35,114.0,53.0,1.93,11.94,10.0,14.0,0.0,0.0,"Sariñana-Ruiz, Y.A., Vazquez-Arenas, J., Sosa-Rodríguez, F.S. and 8 more (...) (2017).Assessment of arsenic and fluorine in surface soil to determine environmental and health risk factors in the Comarca Lagunera, Mexico. Chemosphere,178391-401",https://www.scopus.com/record/display.url?eid=2-s2.0-85015772227&origin=resultslist,10.1016/j.chemosphere.2017.03.032,Article,,2-s2.0-85015772227,28340462,Universidad Autónoma Metropolitana| Universidad Juarez del Estado de Durango| Universidad Autonoma de San Luis Potosi| Instituto Politécnico Nacional| Universidad Nacional Autónoma de México,505017| 704853| 505014| 505011| 505023,Academic,5.0,60014403| 60028381| 60023193| 60032442| 60031335| 60019176,Universidad Juárez del Estado de Durango| Universidad Autónoma Metropolitana -Unidad Iztapalapa| Universidad Autónoma Metropolitana - Azcapotzalco| Universidad Nacional Autónoma de México| Universidad Autónoma de San Luis Potosí| Instituto Politécnico Nacional,57193682299,56335217900,56335217900,-,Mexico,1.0,1600| 2304| 2305| 2307| 2310| 2739,"General Chemistry| Environmental Chemistry| Environmental Engineering| Health, Toxicology and Mutagenesis| Pollution| Public Health, Environmental and Occupational Health",2| 3| 5| 4,Engineering & Technology| Social Sciences & Management| Life Sciences & Medicine| Natural Sciences,424| 532| 249| 409,Environmental Sciences| Medicine| Engineering - Petroleum| Chemistry,34| 37,Medical and Health| Physical Sciences,MD,Multidisciplinary,MD,Multidisciplinary,SDG 3| SDG 6,Fluoride and Oral Health in Children,293,70.634,Fluoride Accumulation and Soil Pollution Effects,16047,76.98,Defensible,Nacional,5.0
"Sosa-Rodriguez, Fabíola Sagrario",36646751000,Chemical and surface analysis during evolution of arsenopyrite oxidation by Acidithiobacillus thiooxidans in the presence and absence of supplementary arsenic,"Ramírez-Aldaba, H.| Valles, O.P.| Vazquez-Arenas, J.| Rojas-Contreras, J.A.| Valdez-Pérez, D.| Ruiz-Baca, E.| Meraz-Rodríguez, M.| Sosa-Rodríguez, F.S.| Rodríguez, Á.G.| Lara, R.H.",10.0,57191409123| 57191421295| 56013705500| 26635988600| 35747238900| 56000926400| 57186646900| 36646751000| 7005525884| 56335217900,2016.0,2016-10-01,Science of the Total Environment,566-567,-,1106-1119,-,ISSN-00489697,25349.0,Journal,Elsevier B.V.,English,1.87,7,6.9,8,1.652,7,0.91,41.0,35.0,0.59,11.77,16.0,42.0,0.0,0.0,"Ramírez-Aldaba, H., Valles, O.P., Vazquez-Arenas, J. and 7 more (...) (2016).Chemical and surface analysis during evolution of arsenopyrite oxidation by Acidithiobacillus thiooxidans in the presence and absence of supplementary arsenic. Science of the Total Environment,566-5671106-1119",https://www.scopus.com/record/display.url?eid=2-s2.0-84989808191&origin=resultslist,10.1016/j.scitotenv.2016.05.143,Article,,2-s2.0-84989808191,27312277,Universidad Autónoma Metropolitana| Universidad Autonoma de San Luis Potosi| Universidad Juarez del Estado de Durango| Instituto Politécnico Nacional,505017| 505014| 704853| 505011,Academic,4.0,60014403| 117467826| 60028381| 60019176| 60023193| 60031335,Universidad Juárez del Estado de Durango| UPIDET| Universidad Autónoma Metropolitana -Unidad Iztapalapa| Instituto Politécnico Nacional| Universidad Autónoma Metropolitana - Azcapotzalco| Universidad Autónoma de San Luis Potosí,57191409123,56335217900,56335217900,-,Mexico,1.0,2304| 2305| 2310| 2311,Environmental Chemistry| Environmental Engineering| Pollution| Waste Management and Disposal,3| 4| 2,Social Sciences & Management| Natural Sciences| Engineering & Technology,424| 249,Environmental Sciences| Engineering - Petroleum,37,Physical Sciences,MD,Multidisciplinary,MD,Multidisciplinary,-,Innovative Approaches to Metal Recovery and Bioleaching,1133,44.212,Bioleaching Mechanisms and Microbial Interactions in Mining,746,95.784,Definitive,Nacional,4.0
"Sosa-Rodriguez, Fabíola Sagrario",36646751000,"Photo-electrochemical and ozonation process to degrade ciprofloxacin in synthetic municipal wastewater, using C, N-codoped TiO2with high visible-light absorption","Palomares-Reyna, D.| Carrera-Crespo, J.E.| Sosa-Rodríguez, F.S.| García-Pérez, U.M.| Fuentes-Camargo, I.| Lartundo-Rojas, L.| Vazquez-Arenas, J.",7.0,57477075000| 55539257200| 36646751000| 36701336400| 57214729074| 57455354200| 56013705500,2022.0,2022-06-01,Journal of Environmental Chemical Engineering,10,3,-,107380,ISSN-22133437,21100255493.0,Journal,Elsevier Ltd,English,1.25,20,9.5,13,1.198,12,4.97,137.0,35.0,2.01,15.39,8.0,13.0,0.0,0.0,"Palomares-Reyna, D., Carrera-Crespo, J.E., Sosa-Rodríguez, F.S. and 4 more (...) (2022).Photo-electrochemical and ozonation process to degrade ciprofloxacin in synthetic municipal wastewater, using C, N-codoped TiO2with high visible-light absorption. Journal of Environmental Chemical Engineering,10(3) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85125732026&origin=resultslist,10.1016/j.jece.2022.107380,Article,,2-s2.0-85125732026,-,Universidad Autonoma de Nuevo Leon| Universidad Autónoma Metropolitana| Instituto Politécnico Nacional,505013| 505017| 505011,Academic,3.0,60019176| 60006489| 60014923| 60023193| 60025417| 120273117,Instituto Politécnico Nacional| Escuela Superior de Ingenieria Quimica e Industrias Extractivas| Universidad Autónoma Metropolitana| Universidad Autónoma Metropolitana - Azcapotzalco| Universidad Autónoma de Nuevo León| Laboratorio Nacional de Desarrollo y Aseguramiento de la Calidad de Biocombustibles (LaNDACBio),57477075000,56013705500,55539257200| 56013705500,-,Mexico,1.0,1501| 1508| 2310| 2311,Chemical Engineering (miscellaneous)| Process Chemistry and Technology| Pollution| Waste Management and Disposal,3| 2,Social Sciences & Management| Engineering & Technology,424| 249| 219,Environmental Sciences| Engineering - Petroleum| Engineering - Chemical,37| 36,Physical Sciences| Engineering,40| 34,Engineering| Chemical Sciences,4004| 4011| 3406,Chemical engineering| Environmental engineering| Physical chemistry,SDG 6| SDG 11,Water Resource Management and Agricultural Sustainability,914,76.913,Human Rights and Access to Potable Water,36679,45.922,Weak,Nacional,3.0
"Sosa-Rodriguez, Fabíola Sagrario",36646751000,Arsenopyrite weathering under conditions of simulated calcareous soil,"Lara, R.H.| Velázquez, L.J.| Vazquez-Arenas, J.| Mallet, M.| Dossot, M.| Labastida, I.| Sosa-Rodríguez, F.S.| Espinosa-Cristóbal, L.F.| Escobedo-Bretado, M.A.| Cruz, R.",10.0,56335217900| 56919412000| 56013705500| 55313108300| 11139852800| 25650180400| 36646751000| 34978439600| 24461146900| 57211267464,2016.0,2016-02-01,Environmental Science and Pollution Research,23,4,3681-3706,-,ISSN-09441344,23918.0,Journal,Springer Verlag,English,1.13,22,4,28,0.891,22,1.34,62.0,22.0,0.33,12.16,25.0,54.0,0.0,0.0,"Lara, R.H., Velázquez, L.J., Vazquez-Arenas, J. and 7 more (...) (2016).Arsenopyrite weathering under conditions of simulated calcareous soil. Environmental Science and Pollution Research,23(4) 3681-3706",https://www.scopus.com/record/display.url?eid=2-s2.0-84958765407&origin=resultslist,10.1007/s11356-015-5560-x,Article,,2-s2.0-84958765407,26498805,Université PSL| Universidad Autónoma Metropolitana| CNRS| Universidad Autonoma de San Luis Potosi| Universidad Juarez del Estado de Durango| Université de Lorraine| Universidad Autonoma de Ciudad Juarez| École pratique des hautes études,707274| 505017| 314004| 505014| 704853| 702747| 706746| 706340,Academic| Government,8.0,60014403| 60028381| 60110837| 60104289| 60023193| 60008167| 60031335,Universidad Juárez del Estado de Durango| Universidad Autónoma Metropolitana -Unidad Iztapalapa| Laboratoire de Chimie Physique et Microbiologie pour les Matériaux et l’Environnement| Université de Lorraine| Universidad Autónoma Metropolitana - Azcapotzalco| Universidad Autónoma de Ciudad Juárez| Universidad Autónoma de San Luis Potosí,56335217900,57211267464,56335217900,-,Mexico| France,2.0,2304| 2307| 2310,"Environmental Chemistry| Health, Toxicology and Mutagenesis| Pollution",5| 3| 2| 4,Life Sciences & Medicine| Social Sciences & Management| Engineering & Technology| Natural Sciences,249| 424,Engineering - Petroleum| Environmental Sciences,34| 37,Medical and Health| Physical Sciences,MD,Multidisciplinary,MD,Multidisciplinary,-,Innovative Materials for Enhanced Concrete Performance,60,98.888,Oxidation Dynamics of Pyrite and Arsenopyrite Interactions,23387,84.705,Very Good,Internacional,4.0
"Sosa-Rodriguez, Fabíola Sagrario",36646751000,The biodiesel market in Mexico: Challenges and perspectives to overcome in Latin-American countries,"Sosa-Rodríguez, F.S.| Vazquez-Arenas, J.",2.0,36646751000| 56013705500,2021.0,2021-12-01,Energy Conversion and Management: X,12,-,-,100149,ISSN-25901745,21100896269.0,Journal,Elsevier Ltd,English,1.96,7,4.2,20,1.662,7,0.56,16.0,20.0,0.6,14.98,20.0,43.0,0.0,0.0,"Sosa-Rodríguez, F.S., Vazquez-Arenas, J. (2021).The biodiesel market in Mexico: Challenges and perspectives to overcome in Latin-American countries. Energy Conversion and Management: X,12",https://www.scopus.com/record/display.url?eid=2-s2.0-85120609353&origin=resultslist,10.1016/j.ecmx.2021.100149,Article,Gold|Green,2-s2.0-85120609353,-,Universidad Autónoma Metropolitana| Instituto Politécnico Nacional,505017| 505011,Academic,2.0,60014923| 60023193| 60019176,Universidad Autónoma Metropolitana| Universidad Autónoma Metropolitana - Azcapotzalco| Instituto Politécnico Nacional,36646751000,56013705500,36646751000,-,Mexico,1.0,2102| 2103| 2104| 2105,"Energy Engineering and Power Technology| Fuel Technology| Nuclear Energy and Engineering| Renewable Energy, Sustainability and the Environment",2,Engineering & Technology,221| 249,Engineering - Electrical & Electronic| Engineering - Petroleum,36,Engineering,40,Engineering,4012| 4004| 4008,Fluid mechanics and thermal engineering| Chemical engineering| Electrical engineering,SDG 7,Biodiesel Production and Environmental Impacts,406,89.928,Biodiesel Production from Diverse Feedstocks,86,99.103,Defensible,Nacional,2.0
"Sosa-Rodriguez, Fabíola Sagrario",36646751000,"The influence of cathode material, current density and pH on the rapid Cr(III) removal from concentrated tanning effluents via electro-precipitation","Bonola, B.| Sosa-Rodríguez, F.S.| García-Pérez, U.M.| Romero-Ibarra, I.| Henquin, E.R.| Vazquez-Arenas, J.",6.0,57218488185| 36646751000| 36701336400| 56013732100| 10242870700| 56013705500,2021.0,2021-10-01,Journal of Hazardous Materials Advances,2,-,-,100008,ISSN-27724166,21101162816.0,Journal,Elsevier B.V.,English,-,-,-,-,-,-,0.13,6.0,20.0,0.73,20.45,20.0,38.0,0.0,0.0,"Bonola, B., Sosa-Rodríguez, F.S., García-Pérez, U.M. and 3 more (...) (2021).The influence of cathode material, current density and pH on the rapid Cr(III) removal from concentrated tanning effluents via electro-precipitation. Journal of Hazardous Materials Advances,2",https://www.scopus.com/record/display.url?eid=2-s2.0-85122231909&origin=resultslist,10.1016/j.hazadv.2021.100008,Article,Gold,2-s2.0-85122231909,-,Consejo Nacional de Investigaciones Científicas y Técnicas| Universidad Autonoma de Nuevo Leon| Universidad Tecnológica Nacional| Universidad Autónoma Metropolitana| Instituto Politécnico Nacional,601002| 505013| 601027| 505017| 505011,Academic| Government,5.0,60019176| 60023193| 60025417| 60029679| 60004518,Instituto Politécnico Nacional| Universidad Autónoma Metropolitana - Azcapotzalco| Universidad Autónoma de Nuevo León| Instituto de Desarrollo y Diseño| Consejo Nacional de Investigaciones Científicas y Técnicas,57218488185,56013705500,36646751000,-,Mexico| Argentina,2.0,2304| 2305| 2307| 2310| 2311,"Environmental Chemistry| Environmental Engineering| Health, Toxicology and Mutagenesis| Pollution| Waste Management and Disposal",2| 4| 5| 3,Engineering & Technology| Natural Sciences| Life Sciences & Medicine| Social Sciences & Management,424| 249,Environmental Sciences| Engineering - Petroleum,34| 37,Medical and Health| Physical Sciences,-,-,-,-,SDG 6,Adsorption Mechanisms for Metal Ion Removal,54,98.234,Innovative Adsorbents for Chromium Removal Solutions,3837,99.216,Definitive,Internacional,3.0
"Sosa-Rodriguez, Fabíola Sagrario",36646751000,Sustainable and fast elimination of high Cr(III) concentrations from real tannery wastewater using an electrochemical-chemical process forming Cr2FeO4,"Bonola, B.| Sosa-Rodríguez, F.| Lara, R.H.| García-Solares, S.M.| Mena-Cervantes, V.Y.| Lartundo-Rojas, L.| Vazquez-Arenas, J.| Hernández-Altamirano, R.",8.0,57218488185| 36646751000| 56335217900| 56007072000| 56013624700| 57455354200| 56013705500| 57203148814,2022.0,2022-08-01,Separation and Purification Technology,294,-,-,121211,ISSN-13835866,14292.0,Journal,Elsevier B.V.,English,1.48,13,12.7,8,1.339,8,1.4,41.0,20.0,1.0,18.95,16.0,29.0,0.0,0.0,"Bonola, B., Sosa-Rodríguez, F., Lara, R.H. and 5 more (...) (2022).Sustainable and fast elimination of high Cr(III) concentrations from real tannery wastewater using an electrochemical-chemical process forming Cr2FeO4. Separation and Purification Technology,294",https://www.scopus.com/record/display.url?eid=2-s2.0-85130245382&origin=resultslist,10.1016/j.seppur.2022.121211,Article,,2-s2.0-85130245382,-,Universidad Autónoma Metropolitana| Universidad Juarez del Estado de Durango| Instituto Politécnico Nacional,505017| 704853| 505011,Academic,3.0,60019176| 60014923| 60023193| 60014403| 127013697,Instituto Politécnico Nacional| Universidad Autónoma Metropolitana| Universidad Autónoma Metropolitana - Azcapotzalco| Universidad Juárez del Estado de Durango| Laboratorio Nacional de Desarrollo y Aseguramiento de la Calidad de Biocombustibles (LaNDACBio),57218488185,57203148814,56013705500,-,Mexico,1.0,1506| 1602,Filtration and Separation| Analytical Chemistry,4| 2,Natural Sciences| Engineering & Technology,249| 409| 219,Engineering - Petroleum| Chemistry| Engineering - Chemical,36| 37,Engineering| Physical Sciences,40,Engineering,4004| 4011,Chemical engineering| Environmental engineering,SDG 6,Adsorption Mechanisms for Metal Ion Removal,54,98.234,Innovative Adsorbents for Chromium Removal Solutions,3837,99.216,Defensible,Nacional,3.0
"Sosa-Rodriguez, Fabíola Sagrario",36646751000,"Spatial distribution, mobility and potential health risks of arsenic and lead concentrations in semiarid fine top-soils of Durango City, Mexico","Sosa-Rodríguez, F.S.| Vazquez-Arenas, J.| Peña, P.P.| Escobedo-Bretado, M.A.| Castellanos-Juárez, F.X.| Labastida, I.| Lara, R.H.",7.0,36646751000| 56013705500| 57010949900| 57202633960| 6506523989| 25650180400| 56335217900,2020.0,2020-07-01,Catena,190,-,-,104540,ISSN-03418162,25155.0,Journal,Elsevier B.V.,English,1.68,10,8.1,3,1.44,10,1.59,43.0,16.0,0.58,10.35,29.0,43.0,0.0,0.0,"Sosa-Rodríguez, F.S., Vazquez-Arenas, J., Peña, P.P. and 4 more (...) (2020).Spatial distribution, mobility and potential health risks of arsenic and lead concentrations in semiarid fine top-soils of Durango City, Mexico. Catena,190",https://www.scopus.com/record/display.url?eid=2-s2.0-85081408775&origin=resultslist,10.1016/j.catena.2020.104540,Article,,2-s2.0-85081408775,-,Consejo Nacional de Ciencia y Tecnologia Mexico| Universidad Autónoma Metropolitana| Universidad Juarez del Estado de Durango,704696| 505017| 704853,Academic| Government,3.0,60023193| 60028381| 60027998| 60014403,"Universidad Autónoma Metropolitana - Azcapotzalco| Universidad Autónoma Metropolitana -Unidad Iztapalapa| Secretaría de Ciencia, Humanidades, Tecnología e Innovación| Universidad Juárez del Estado de Durango",36646751000,56335217900,56335217900,-,Mexico,1.0,1904,Earth-Surface Processes,4,Natural Sciences,451| 416| 450,Geophysics| Earth & Marine Sciences| Geology,37,Physical Sciences,41| 37,Environmental Sciences| Earth Sciences,4106| 3707| 3709,Soil sciences| Hydrology| Physical geography and environmental geoscience,SDG 3| SDG 11,Heavy Metal Pollution and Organic Waste Management,615,87.835,Heavy Metal Pollution and Soil Health Risks,301,99.75,Very Good,Nacional,3.0
"Sosa-Rodriguez, Fabíola Sagrario",36646751000,"Spatial distribution, mobility and bioavailability of arsenic, lead, copper and zinc in low polluted forest ecosystem in North-western Mexico","Roque-Álvarez, I.| Sosa-Rodríguez, F.S.| Vazquez-Arenas, J.| Escobedo-Bretado, M.A.| Labastida, I.| Corral-Rivas, J.J.| Aragón-Piña, A.| Armienta, M.A.| Ponce-Peña, P.| Lara, R.H.",10.0,57203816256| 36646751000| 56013705500| 57202633960| 25650180400| 6504062769| 8697737500| 7003338266| 56507368200| 56335217900,2018.0,2018-11-01,Chemosphere,210,-,320-333,-,ISSN-00456535,24657.0,Journal,Elsevier Ltd,English,1.57,11,7.4,8,1.448,9,1.96,73.0,15.0,0.38,13.23,33.0,53.0,0.0,0.0,"Roque-Álvarez, I., Sosa-Rodríguez, F.S., Vazquez-Arenas, J. and 7 more (...) (2018).Spatial distribution, mobility and bioavailability of arsenic, lead, copper and zinc in low polluted forest ecosystem in North-western Mexico. Chemosphere,210320-333",https://www.scopus.com/record/display.url?eid=2-s2.0-85053024615&origin=resultslist,10.1016/j.chemosphere.2018.07.004,Article,,2-s2.0-85053024615,30005354,Universidad Autónoma Metropolitana| Universidad Juarez del Estado de Durango| Universidad Autonoma de San Luis Potosi| Instituto Politécnico Nacional| Universidad Nacional Autónoma de México,505017| 704853| 505014| 505011| 505023,Academic,5.0,60014403| 60023193| 60019176| 60031335| 60032442,Universidad Juárez del Estado de Durango| Universidad Autónoma Metropolitana - Azcapotzalco| Instituto Politécnico Nacional| Universidad Autónoma de San Luis Potosí| Universidad Nacional Autónoma de México,57203816256,56335217900,56335217900,-,Mexico,1.0,1600| 2304| 2305| 2307| 2310| 2739,"General Chemistry| Environmental Chemistry| Environmental Engineering| Health, Toxicology and Mutagenesis| Pollution| Public Health, Environmental and Occupational Health",4| 3| 5| 2,Natural Sciences| Social Sciences & Management| Life Sciences & Medicine| Engineering & Technology,424| 409| 249| 532,Environmental Sciences| Chemistry| Engineering - Petroleum| Medicine,37| 34,Physical Sciences| Medical and Health,MD,Multidisciplinary,MD,Multidisciplinary,-,Heavy Metal Pollution and Organic Waste Management,615,87.835,Heavy Metal Bioaccumulation and Pollution Monitoring,22070,74.431,Defensible,Nacional,5.0
