Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Zanabria-Salcedo, Martha",16508420500,"Birth order, stimulating environment, and maternal factors in developmental outcomes: A longitudinal Mexican study","Márquez-Caraveo, M.E.| Zanabria-Salcedo, M.| Moreno-Macías, H.| Murata, C.| Pérez-Barrón, V.",5.0,16507157700| 16508420500| 6507133032| 55357584700| 53876320100,2021.0,2021-08-01,Infant Behavior and Development,64,-,-,101608,ISSN-01636383,14830.0,Journal,Elsevier Ltd,English,1.04,30,3.3,37,0.797,36,0.64,23.0,3.0,0.29,10.19,60.0,61.0,0.0,0.0,"Márquez-Caraveo, M.E., Zanabria-Salcedo, M., Moreno-Macías, H. and 2 more (...) (2021).Birth order, stimulating environment, and maternal factors in developmental outcomes: A longitudinal Mexican study. Infant Behavior and Development,64",https://www.scopus.com/record/display.url?eid=2-s2.0-85109568188&origin=resultslist,10.1016/j.infbeh.2021.101608,Article,,2-s2.0-85109568188,34265513,Universidad Autónoma Metropolitana| Hospital Psiquiatrico Infantil Dr. Juan N Navarro| Instituto Nacional de Pediatria,505017| 721104| 505041,Medical| Academic| Government,3.0,60095172| 60013839| 60010210| 60014923| 60004914,Hospital Psiquiatrico Infantil Dr. Juan N. Navarro| Secretaria de Salud| Universidad Autónoma Metropolitana Unidad Xochimilco| Universidad Autónoma Metropolitana| Instituto Nacional de Pediatría,16507157700,53876320100,16507157700,-,Mexico,1.0,3204,Developmental and Educational Psychology,3,Social Sciences & Management,541,Psychology,39,Psychology,32| 52,Biomedical And Clinical Sciences| Psychology,-,-,-,Social Support and Loneliness in Aging Populations,717,73.25,Influence of Birth Order on Family Dynamics,14808,78.133,Very Good,Nacional,3.0
