Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Villarreal, María Luisa",55993639700,"Anticholinesterase activity and identification of huperzine A in three Mexican lycopods: Huperzia cuernavacensis, Huperzia dichotoma and Huperzia linifolia (Lycopodiaceae)","García, M.V.| Poser, G.L.V.| Apel, M.| Tlatilpa, R.C.| Mendoza-Ruiz, A.| Villarreal, M.L.| Henriques, A.T.| Taketa, A.C.",8.0,57194853414| 57194233891| 7003820943| 57194852246| 7102278639| 55993639700| 35563036800| 6506509934,2017.0,2017-01-01,Pakistan journal of pharmaceutical sciences,30,1,235-239,-,ISSN-1011601X,4000148204.0,Journal,-,English,0.55,60,1.5,52,0.358,45,1.09,30.0,9.0,0.4,7.52,44.0,51.0,0.0,0.0,"García, M.V., Poser, G.L.V., Apel, M. and 5 more (...) (2017).Anticholinesterase activity and identification of huperzine A in three Mexican lycopods: Huperzia cuernavacensis, Huperzia dichotoma and Huperzia linifolia (Lycopodiaceae). Pakistan journal of pharmaceutical sciences,30(1) 235-239",https://www.scopus.com/record/display.url?eid=2-s2.0-85023615435&origin=resultslist,-,Article,,2-s2.0-85023615435,28625948,Universidad Autónoma Metropolitana,505017,Academic,1.0,60028381,Universidad Autónoma Metropolitana -Unidad Iztapalapa,57194853414,6506509934,-,-,Mexico,1.0,3003,Pharmaceutical Science,5,Life Sciences & Medicine,537,Pharmacy & Pharmacology,34,Medical and Health,42| 32,Health Sciences| Biomedical And Clinical Sciences,3214| 4208,"Pharmacology and pharmaceutical sciences| Traditional, complementary and integrative medicine",-,Integrated Care Models for Chronic Health Management,836,48.986,Health Care Cost Dynamics and Treatment Patterns,45775,52.149,Definitive,UAM,1.0
