Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Meler, María Luisa Murga",57204813710,Education and Technologies: Meanings and Clarifications since the Pandemic,"Meler, M.L.M.",1.0,57204813710,2024.0,2024-01-01,Revista Colombiana de Educacion,-,90,127-147,-,ISSN-01203916,21100897721.0,Journal,Research Center of Universidad Pedagogica Nacional,Spanish,0.67,51,0.8,76,0.207,76,1.77,50.0,1.0,0.2,4.9,56.0,64.0,0.0,0.0,"Meler, M.L.M. (2024).Education and Technologies: Meanings and Clarifications since the Pandemic. Revista Colombiana de Educacion,(90) 127-147",https://www.scopus.com/record/display.url?eid=2-s2.0-85182895268&origin=resultslist,10.17227/rce.num90-14504,Article,Gold|Green,2-s2.0-85182895268,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60014923| 114292786,Universidad Autónoma Metropolitana| Universidad Pedagógica Nacional,-,-,57204813710,57204813710,Mexico,1.0,3304,Education,3,Social Sciences & Management,318,Education & Training,41,Education Studies,39,Education,3903| 3902| 3999,"Education systems| Education policy, sociology and philosophy| Other education",-,Financialization and Land Rights in Urban Development,1402,35.579,Urban Cooperatives and Social Dynamics in Argentina,58413,33.281,Defensible,Personal,1.0
