Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Beltrán-Barrera, Yilson J.",57211551266,Biocoloniality: A decolonial genealogy,"Beltrán-Barrera, Y.J.",1.0,57211551266,2019.0,2019-01-01,Nomadas,50,-,77-91,-,ISSN-01217550,21100899925.0,Journal,Instituto de Estudios Sociales Contemporaneos IESCO,Spanish,0,95,0,97,0.101,90,0.71,15.0,8.0,0.77,3.92,45.0,36.0,0.0,0.0,"Beltrán-Barrera, Y.J. (2019).Biocoloniality: A decolonial genealogy. Nomadas,5077-91",https://www.scopus.com/record/display.url?eid=2-s2.0-85074425435&origin=resultslist,10.30578/nomadas.n50a5,Article,Gold,2-s2.0-85074425435,-,Universidad Autónoma Metropolitana| Universidad Nacional de Colombia,505017| 604004,Academic,2.0,123395833| 60055696| 60014923,Universidad Central (Grupo de Investigación Socialización y Violencia)| Universidad Nacional de Colombia| Universidad Autónoma Metropolitana,-,-,57211551266,57211551266,Mexico| Colombia,2.0,1211| 3201| 3301| 3304| 3314| 3316,Philosophy| Psychology (miscellaneous)| Social Sciences (miscellaneous)| Education| Anthropology| Cultural Studies,3| 1,Social Sciences & Management| Arts & Humanities,304| 311| 138| 541| 318,Anthropology| Communication & Media Studies| Philosophy| Psychology| Education & Training,39| 41| 40| 33,Psychology| Education Studies| Social Sciences| Arts and Humanities,44,Human Society,4410,Sociology,-,Cultural Identity and Racial Dynamics in Brazil,1414,7.914,Decolonial Perspectives on Gender and Race in Brazil,10308,77.578,Very Good,Personal,1.0
