Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Zaldívar, Clara Pelayo",57193923907,Pulsing on the postharvest physiology of two cultivars of Polianthes tuberosa L.,"Fernando-Santos, S.L.| Pérez-Arias, G.A.| Alia-Tejacal, I.| Zaldívar, C.P.| López-Martínez, V.| Juárez-López, P.| Sánchez-Guillén, D.",7.0,57221083727| 57209239098| 16425139500| 57193923907| 6505903428| 55871322400| 57221085145,2021.0,2021-01-01,Ornamental Horticulture,27,1,60-67,-,ISSN-2447536X,21100792747.0,Journal,Brazilian Society of Floriculture and Ornamental Plants,English,0.69,51,1.5,60,0.273,59,0.8,17.0,2.0,0.22,9.24,66.0,66.0,0.0,0.0,"Fernando-Santos, S.L., Pérez-Arias, G.A., Alia-Tejacal, I. and 4 more (...) (2021).Pulsing on the postharvest physiology of two cultivars of Polianthes tuberosa L.. Ornamental Horticulture,27(1) 60-67",https://www.scopus.com/record/display.url?eid=2-s2.0-85098233620&origin=resultslist,10.1590/2447-536X.V27I1.2234,Article,Gold|Green,2-s2.0-85098233620,-,Universidad Autonoma del Estado de Morelos| Universidad Autónoma Metropolitana,505016| 505017,Academic,2.0,60025626| 60014923,Universidad Autónoma del Estado de Morelos| Universidad Autónoma Metropolitana,57221083727,57221085145,57209239098,-,Mexico,1.0,1108| 1110,Horticulture| Plant Science,5,Life Sciences & Medicine,502,Agriculture & Forestry,32,Life Sciences,33| 30,"Built Environment And Design| Agricultural, Veterinary And Food Sciences",3301| 3004| 3008,Architecture| Crop and pasture production| Horticultural production,-,Genetic Innovations in Plant Regeneration and Metabolite Production,385,49.182,Enhancing Flower Vase Life throughEthylene Management,3252,87.842,Definitive,Nacional,2.0
