Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Tomasini-Campocosio, Araceli",56569086300,Effect of glucose as a carbon repressor on the extracellular proteome of Aspergillus niger during the production of amylases by solid state cultivation,"Carrillo-Sancen, G.| Carrasco-Navarro, U.| Tomasini-Campocosio, A.| Corzo, G.| Pedraza-Escalona, M.M.| Favela-Torres, E.",6.0,57191952715| 57191586690| 56569086300| 7003479279| 6504214415| 6603679732,2016.0,2016-12-01,Process Biochemistry,51,12,2001-2010,-,ISSN-13595113,16134.0,Journal,Elsevier Ltd,English,1.1,24,4.7,22,0.825,28,0.74,29.0,11.0,0.2,9.86,40.0,62.0,0.0,0.0,"Carrillo-Sancen, G., Carrasco-Navarro, U., Tomasini-Campocosio, A. and 3 more (...) (2016).Effect of glucose as a carbon repressor on the extracellular proteome of Aspergillus niger during the production of amylases by solid state cultivation. Process Biochemistry,51(12) 2001-2010",https://www.scopus.com/record/display.url?eid=2-s2.0-84995495802&origin=resultslist,10.1016/j.procbio.2016.09.001,Article,,2-s2.0-84995495802,-,Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,505017| 505023,Academic,2.0,60028381| 60172289| 60011300,Universidad Autónoma Metropolitana -Unidad Iztapalapa| Universidad Nacional Autónoma de México Campus Morelos| Instituto de Biotecnología de la UNAM,57191952715,6603679732,6603679732,-,Mexico,1.0,1303| 1502| 2402,Biochemistry| Bioengineering| Applied Microbiology and Biotechnology,5| 2,Life Sciences & Medicine| Engineering & Technology,507| 219,Biological Sciences| Engineering - Chemical,32| 36,Life Sciences| Engineering,31,Biological Sciences,3101| 3106,Biochemistry and cell biology| Industrial biotechnology,-,Mammalian Target of Rapamycin in Cancer Pathways,155,81.491,Aspergillus Gene Engineering for Enhanced Protein Production,15778,89.94,Very Good,Nacional,2.0
