Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Valladares, Laura R.",57359718100,An anthropological perspective at the usurpation of indigenous identity in the 2018 and 2021 elections in mexico,"Valladares, L.R.",1.0,57359718100,2021.0,2021-01-01,Vibrant Virtual Brazilian Anthropology,18,-,-,e18804,ISSN-18094341,21100898604.0,Journal,Brazilian Anthropology Association,Spanish,0.4,71,0.5,43,0.136,52,1.27,31.0,1.0,0.2,4.95,73.0,67.0,0.0,0.0,"Valladares, L.R. (2021).An anthropological perspective at the usurpation of indigenous identity in the 2018 and 2021 elections in mexico. Vibrant Virtual Brazilian Anthropology,18",https://www.scopus.com/record/display.url?eid=2-s2.0-85120415235&origin=resultslist,10.1590/1809-43412021v18a804,Article,Gold|Green,2-s2.0-85120415235,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60028381| 60014923,Universidad Autónoma Metropolitana -Unidad Iztapalapa| Universidad Autónoma Metropolitana,-,-,57359718100,57359718100,Mexico,1.0,3312| 3314| 3316| 3322,Sociology and Political Science| Anthropology| Cultural Studies| Urban Studies,3,Social Sciences & Management,304| 106| 342| 311,Anthropology| Architecture| Sociology| Communication & Media Studies,40,Social Sciences,43| 44| 36,"History, Heritage And Archaeology| Human Society| Creative Arts And Writing",4301| 4401| 3604,Archaeology| Anthropology| Performing arts,SDG 10| SDG 16,"Indigenous Rights, Autonomy, and Resource Management",1482,9.68,Cultural Dynamics and Indigenous Representation in Mexico,43721,13.346,Defensible,Personal,1.0
