Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Santillán-González, Belén",58096825000,Binary Graft of Poly(acrylic acid) and Poly(vinyl pyrrolidone) onto PDMS Films for Load and Release of Ciprofloxacin,"Santillán-González, B.| Duarte-Peña, L.| Bucio, E.",3.0,58096825000| 57253036200| 55993755500,2023.0,2023-01-01,Polymers,15,2,-,302,ISSN-20734360,54222.0,Journal,MDPI,English,1.1,23,8,19,0.8,21,1.36,29.0,3.0,0.22,13.41,49.0,65.0,0.0,0.0,"Santillán-González, B., Duarte-Peña, L., Bucio, E. (2023).Binary Graft of Poly(acrylic acid) and Poly(vinyl pyrrolidone) onto PDMS Films for Load and Release of Ciprofloxacin. Polymers,15(2) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85147733477&origin=resultslist,10.3390/polym15020302,Article,Gold|Green,2-s2.0-85147733477,-,Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,505017| 505023,Academic,2.0,60014923| 60010210| 60032442| 60007179,Universidad Autónoma Metropolitana| Universidad Autónoma Metropolitana Unidad Xochimilco| Universidad Nacional Autónoma de México| Instituto de Ciencias Nucleares de la UNAM,58096825000,55993755500,57253036200| 55993755500,-,Mexico,1.0,1600| 2507,General Chemistry| Polymers and Plastics,4,Natural Sciences,409| 433,Chemistry| Materials Science,36| 37,Engineering| Physical Sciences,40| 34,Engineering| Chemical Sciences,-,-,-,Microfluidic Systems for Enhanced Analytical Applications,112,81.033,Surface Modifications of Polydimethylsiloxane for Enhanced Applications,41062,81.512,Definitive,Nacional,2.0
