Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Arana-Lechuga, Y.",56013717300,Effect of low-frequency repetitive transcranial magnetic stimulation on sleep pattern and quality of life in patients with focal epilepsy,"Sánchez-Escandón, O.| Arana-Lechuga, Y.| Terán-Pérez, G.| Ruiz-Chow, A.| González-Robles, R.| Shkurovich-Bialik, P.| Collado-Corona, M.A.| Velázquez-Moctezuma, J.",8.0,25028502800| 56013717300| 15726956400| 9232718400| 24075944700| 6507649194| 6508119316| 7003970434,2016.0,2016-04-01,Sleep Medicine,20,-,37-40,-,ISSN-13899457,19834.0,Journal,Elsevier B.V.,English,1.27,17,6,3,1.446,11,1.42,29.0,16.0,0.79,6.32,32.0,35.0,0.0,0.0,"Sánchez-Escandón, O., Arana-Lechuga, Y., Terán-Pérez, G. and 5 more (...) (2016).Effect of low-frequency repetitive transcranial magnetic stimulation on sleep pattern and quality of life in patients with focal epilepsy. Sleep Medicine,2037-40",https://www.scopus.com/record/display.url?eid=2-s2.0-84959238940&origin=resultslist,10.1016/j.sleep.2015.11.022,Article,,2-s2.0-84959238940,27318224,Universidad Autónoma Metropolitana| American British Cowdray Medical Center,505017| 719713,Medical| Academic,2.0,60021848| 60028381| 100453149,American British Cowdray Medical Center| Universidad Autónoma Metropolitana -Unidad Iztapalapa| Military Hospital Center,25028502800,7003970434,7003970434,-,Mexico,1.0,2700,General Medicine,5,Life Sciences & Medicine,532,Medicine,34,Medical and Health,32| 52,Biomedical And Clinical Sciences| Psychology,5203| 3202,Clinical and health psychology| Clinical sciences,-,Transcranial Magnetic Stimulation and Diffusion Imaging Insights,316,72.793,Repetitive Transcranial Magnetic Stimulation in Depression Treatment,4679,97.695,Defensible,Nacional,2.0
