Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Lonngi, Luis Botello",57193401237,Analysis of male “anger” in the context of violence against women in order to design a framework for construction of responsibility,"Lonngi, L.B.",1.0,57193401237,2017.0,2017-02-01,Masculinities and Social Change,6,1,39-61,-,ISSN-20143605,21100444326.0,Journal,Hipatia Press,Spanish,0.42,69,0.9,56,0.226,60,1.5,58.0,3.0,0.22,4.52,62.0,62.0,0.0,0.0,"Lonngi, L.B. (2017).Analysis of male “anger” in the context of violence against women in order to design a framework for construction of responsibility. Masculinities and Social Change,6(1) 39-61",https://www.scopus.com/record/display.url?eid=2-s2.0-85013651345&origin=resultslist,10.17583/MCS.2017.1923,Article,Gold|Green,2-s2.0-85013651345,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60014923,Universidad Autónoma Metropolitana,-,-,57193401237,57193401237,Mexico,1.0,3318,Gender Studies,3,Social Sciences & Management,342,Sociology,40,Social Sciences,44,Human Society,4404| 4410| 4405,Development studies| Sociology| Gender studies,SDG 5| SDG 16,"Masculinity, Gender Identity, and Health Dynamics",1285,29.758,"Masculinity, Adolescents, and Patriarchal Dynamics",33132,46.815,Very Good,Personal,1.0
