Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Matadamas-Hernández, J.",55542349300,Pore networks subjected to variable connectivity and geometrical restrictions: A simulation employing a multicore system,"Cordero-Sánchez, S.| Rojas-González, F.| Román-Alonso, G.| Castro-García, M.A.| Aguilar-Cornejo, M.| Matadamas-Hernández, J.",6.0,6701329965| 7006426268| 55993695900| 55892253000| 25653836300| 55542349300,2016.0,2016-09-01,Journal of Computational Science,16,-,177-189,-,ISSN-18777503,19700174607.0,Journal,Elsevier B.V.,English,1.33,16,3.4,19,0.476,22,0.88,33.0,7.0,0.17,6.05,48.0,64.0,0.0,0.0,"Cordero-Sánchez, S., Rojas-González, F., Román-Alonso, G. and 3 more (...) (2016).Pore networks subjected to variable connectivity and geometrical restrictions: A simulation employing a multicore system. Journal of Computational Science,16177-189",https://www.scopus.com/record/display.url?eid=2-s2.0-84980357015&origin=resultslist,10.1016/j.jocs.2016.06.003,Article,,2-s2.0-84980357015,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60028381,Universidad Autónoma Metropolitana -Unidad Iztapalapa,6701329965,55542349300,6701329965,-,Mexico,1.0,1700| 2611| 2614,General Computer Science| Modeling and Simulation| Theoretical Computer Science,2| 4,Engineering & Technology| Natural Sciences,212| 431,Computer Science & Information Systems| Mathematics,38| 37,Computer Science| Physical Sciences,49| 46,Mathematical Sciences| Information And Computing Sciences,4602| 4901| 4606,Artificial intelligence| Applied mathematics| Distributed computing and systems software,-,Mesoporous Silica Materials for Advanced Applications,577,60.105,Pore Structure Dynamics in Catalytic Materials,46345,61.14,Very Good,UAM,1.0
