Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Velázquez Flores, Oscar",57673830200,Preparation of optically active cyanohydrins from 2-substituted benzaldehydes using a hydroxynitrile lyase from Pouteria sapota seeds immobilized on celite,"Solís, A.| Cano, A.| Martínez-Casares, R.M.| Solís-Oba, M.| Castro-Rivera, R.| Velázquez Flores, O.",6.0,7003882354| 58583036600| 57193412252| 8373985300| 57218516841| 57673830200,2023.0,2023-01-01,Biocatalysis and Biotransformation,41,5,344-352,-,ISSN-10242422,15393.0,Journal,Taylor and Francis Ltd.,English,0.4,71,4.4,50,0.351,63,0.84,21.0,1.0,0.07,14.06,65.0,76.0,0.0,0.0,"Solís, A., Cano, A., Martínez-Casares, R.M. and 3 more (...) (2023).Preparation of optically active cyanohydrins from 2-substituted benzaldehydes using a hydroxynitrile lyase from Pouteria sapota seeds immobilized on celite. Biocatalysis and Biotransformation,41(5) 344-352",https://www.scopus.com/record/display.url?eid=2-s2.0-85129764008&origin=resultslist,10.1080/10242422.2022.2070430,Article,,2-s2.0-85129764008,-,Universidad Autónoma Metropolitana| Instituto Politécnico Nacional,505017| 505011,Academic,2.0,60014923| 60010210| 60019176,Universidad Autónoma Metropolitana| Universidad Autónoma Metropolitana Unidad Xochimilco| Instituto Politécnico Nacional,7003882354,57673830200,7003882354,-,Mexico,1.0,1303| 1305| 1503,Biochemistry| Biotechnology| Catalysis,5| 2,Life Sciences & Medicine| Engineering & Technology,249| 507| 219,Engineering - Petroleum| Biological Sciences| Engineering - Chemical,36| 32,Engineering| Life Sciences,40| 31,Engineering| Biological Sciences,3106| 4011,Industrial biotechnology| Environmental engineering,-,Asymmetric Catalysis in Chiral Compound Synthesis,784,42.446,Cyanohydrin Synthesis and Hydroxynitrile Lyase Applications,14287,65.189,Definitive,Nacional,2.0
