Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Balcázar, Y. Ramón Morales",58543619400,"The insustainability of contemporary mining in Zacatecas, Mexico. Conflict Study","Uribe Sierra, S.E.| Aparicio, A.T.| Flores, M.E.| Balcázar, Y.R.M.",4.0,57312519100| 56000859500| 58544797700| 58543619400,2023.0,2023-01-01,Revista de Geografia Norte Grande,2023,84,201-220,-,ISSN-03798682,66304.0,Journal,Revista de Geografia Norte Grande,Spanish,0.87,35,1,72,0.328,50,1.96,43.0,2.0,0.21,9.39,56.0,66.0,0.0,0.0,"Uribe Sierra, S.E., Aparicio, A.T., Flores, M.E. and 1 more (...) (2023).The insustainability of contemporary mining in Zacatecas, Mexico. Conflict Study. Revista de Geografia Norte Grande,2023(84) 201-220",https://www.scopus.com/record/display.url?eid=2-s2.0-85168436365&origin=resultslist,10.4067/S0718-34022023000100201,Article,Gold|Green,2-s2.0-85168436365,-,Universidad Autonoma de Zacatecas| Universidad Autónoma Metropolitana| Pontificia Universidad Católica de Valparaíso,505049| 505017| 603002,Academic,3.0,60023520| 60010210| 60014481,Pontificia Universidad Católica de Valparaíso| Universidad Autónoma Metropolitana Unidad Xochimilco| Universidad Autónoma de Zacatecas,57312519100,58543619400,57312519100,-,Chile| Mexico,2.0,1904| 3305,"Earth-Surface Processes| Geography, Planning and Development",3| 4,Social Sciences & Management| Natural Sciences,425| 450| 451| 416,Geography| Geology| Geophysics| Earth & Marine Sciences,37| 40,Physical Sciences| Social Sciences,44,Human Society,4406,Human geography,-,"Indigenous Rights, Autonomy, and Resource Management",1482,9.68,Mining Conflicts and Environmental Challenges in Mexico,70225,33.073,Defensible,Internacional,2.0
