Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Sánchez-Zárate, Alejandro",57221378042,Intra-urban geography of high-skilled ‘knowledge-intensive services’ (KIS) employment in the Mexico City Metropolitan Area,"Santiago, L.E.| Sánchez-Zárate, A.",2.0,60195535300| 57221378042,2023.0,2023-12-01,Investigaciones Geograficas,112,-,-,-,ISSN-01884611,13236.0,Journal,Instituto de Geografia,Spanish,0.41,70,0.7,82,0.172,80,0.56,11.0,1.0,0.1,10.23,65.0,73.0,0.0,0.0,"Santiago, L.E., Sánchez-Zárate, A. (2023).Intra-urban geography of high-skilled ‘knowledge-intensive services’ (KIS) employment in the Mexico City Metropolitan Area. Investigaciones Geograficas,112",https://www.scopus.com/record/display.url?eid=2-s2.0-85180090360&origin=resultslist,10.14350/rig.60777,Article,Gold|Green,2-s2.0-85180090360,-,Universidad Autónoma Metropolitana| Autonomous University of Aguascalientes,505017| 704841,Academic,2.0,60002520| 60024080| 60014923,Universidad Autónoma de Aguascalientes| Universidad Autónoma Metropolitana Unidad Cuajimalpa| Universidad Autónoma Metropolitana,60195535300,57221378042,60195535300,-,Mexico,1.0,1900| 3305,"General Earth and Planetary Sciences| Geography, Planning and Development",4| 3| 2,Natural Sciences| Social Sciences & Management| Engineering & Technology,450| 451| 416| 425| 249,Geology| Geophysics| Earth & Marine Sciences| Geography| Engineering - Petroleum,40| 37,Social Sciences| Physical Sciences,37| 44,Earth Sciences| Human Society,4406| 3709,Human geography| Physical geography and environmental geoscience,SDG 4,Innovation Systems and Regional Economic Development,245,67.56,Regional Innovation Systems and Economic Development,20,98.729,Definitive,Nacional,2.0
