Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Cabello, Lucía Ortega",57216938654,Application of the redox system of Nocardia corallina B-276 in the enantioselective biotransformation of ketones and alcohols,"Alvarez, N.M.| Pérez Méndez, H.I.| Oba, A.S.| Cabello, L.O.| Lara Carvajal, M.T.| Valencia Ledezma, O.E.| Martínez-Casares, R.M.",7.0,35748541400| 55993732900| 57193409579| 57216938654| 57216934098| 57216934952| 57193412252,2020.0,2020-01-01,Journal of the Serbian Chemical Society,85,3,279-290,-,ISSN-03525139,21535.0,Journal,Serbian Chemical Society,English,0.51,63,1.7,59,0.227,68,0.33,11.0,0.0,0.0,18.29,83.0,78.0,0.0,0.0,"Alvarez, N.M., Pérez Méndez, H.I., Oba, A.S. and 4 more (...) (2020).Application of the redox system of Nocardia corallina B-276 in the enantioselective biotransformation of ketones and alcohols. Journal of the Serbian Chemical Society,85(3) 279-290",https://www.scopus.com/record/display.url?eid=2-s2.0-85085374458&origin=resultslist,10.2298/JSC180806089M,Article,Gold|Green,2-s2.0-85085374458,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60010210,Universidad Autónoma Metropolitana Unidad Xochimilco,35748541400,57193412252,55993732900,-,Mexico,1.0,1600,General Chemistry,4,Natural Sciences,409,Chemistry,37,Physical Sciences,34,Chemical Sciences,-,-,-,Lipase Enzymes in Biocatalytic Applications,867,49.379,Chiral Alcohol Synthesis through Biocatalytic Reduction,4056,86.043,Very Good,UAM,1.0
