Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Espinosa-Dávila, Jessica",57222463328,"Characterization of beeswax, candelilla wax and paraffin wax for coating cheeses","Bucio, A.| Moreno‐tovar, R.| Bucio, L.| Espinosa‐dávila, J.| Anguebes‐franceschi, F.",5.0,9040199200| 56067629100| 7003735762| 57222463328| 6505807487,2021.0,2021-03-01,Coatings,11,3,1-18,261,ISSN-20796412,21100872725.0,Journal,MDPI AG,English,0.92,37,3.9,38,0.482,37,2.12,61.0,112.0,4.77,14.26,2.0,3.0,2.0,0.0,"Bucio, A., Moreno‐tovar, R., Bucio, L. and 2 more (...) (2021).Characterization of beeswax, candelilla wax and paraffin wax for coating cheeses. Coatings,11(3) 1-18",https://www.scopus.com/record/display.url?eid=2-s2.0-85102746456&origin=resultslist,10.3390/coatings11030261,Article,Gold|Green,2-s2.0-85102746456,-,Universidad Autónoma del Carmen| Universidad Autónoma Metropolitana| Colegio de Postgraduados| Universidad Nacional Autónoma de México,715593| 505017| 505003| 505023,Academic,4.0,60006537| 60032442| 60028381| 60000795,Colegio De Postgraduados Campus Tabasco| Universidad Nacional Autónoma de México| Universidad Autónoma Metropolitana -Unidad Iztapalapa| Universidad Autónoma del Carmen,9040199200,6505807487,9040199200,-,Mexico,1.0,2505| 2508| 3110,"Materials Chemistry| Surfaces, Coatings and Films| Surfaces and Interfaces",4,Natural Sciences,433| 439,Materials Science| Physics & Astronomy,36| 37,Engineering| Physical Sciences,40,Engineering,4016,Materials engineering,-,Diversity and Health in Social Insects,353,76.259,Beeswax Properties and Applications in Honeycomb Construction,63681,60.732,Defensible,Nacional,4.0
