Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Alemán, Viridiana",56748152400,Public policies affecting the development of urban agriculture in Mexico City,"Losada, H.| Vargas, J.M.| Cortés, J.| Luna, L.| Alemán, V.",5.0,56013876300| 57195545696| 56002723300| 56747519600| 56748152400,2015.0,2015-08-01,Livestock Research for Rural Development,27,8,-,-,ISSN-01213784,79866.0,Journal,Fundacion CIPAV,English,0.47,64,0.5,85,0.22,79,3.14,71.0,3.0,0.45,4.45,62.0,48.0,0.0,0.0,"Losada, H., Vargas, J.M., Cortés, J. and 2 more (...) (2015).Public policies affecting the development of urban agriculture in Mexico City. Livestock Research for Rural Development,27(8) ",https://www.scopus.com/record/display.url?eid=2-s2.0-84938304877&origin=resultslist,-,Article,,2-s2.0-84938304877,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60028381,Universidad Autónoma Metropolitana -Unidad Iztapalapa,56013876300,56748152400,-,-,Mexico,1.0,1103,Animal Science and Zoology,5,Life Sciences & Medicine,502,Agriculture & Forestry,32,Life Sciences,30,"Agricultural, Veterinary And Food Sciences",3002,"Agriculture, land and farm management",SDG 8| SDG 15,Coronary Interventions and Patient Outcomes,146,67.299,Urban Agriculture and Welfare in Mexico,54265,19.149,Very Good,UAM,1.0
