Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Mora-Mariano, Dante",57214756803,"A Lagrangean decomposition optimization approach for long-term planning, scheduling and control","Mora-Mariano, D.| Gutiérrez-Limón, M.A.| Flores-Tlacuahuac, A.",3.0,57214756803| 55203653400| 8942325700,2020.0,2020-04-06,Computers and Chemical Engineering,135,-,-,106713,ISSN-00981354,24600.0,Journal,Elsevier Ltd,English,1.54,13,7,14,1.017,14,1.38,39.0,12.0,0.53,15.03,36.0,45.0,0.0,0.0,"Mora-Mariano, D., Gutiérrez-Limón, M.A., Flores-Tlacuahuac, A. (2020).A Lagrangean decomposition optimization approach for long-term planning, scheduling and control. Computers and Chemical Engineering,135",https://www.scopus.com/record/display.url?eid=2-s2.0-85079035617&origin=resultslist,10.1016/j.compchemeng.2019.106713,Article,,2-s2.0-85079035617,-,Universidad Autónoma Metropolitana| Instituto Tecnologico de Estudios Superiores de Monterrey,505017| 505012,Academic,2.0,60014923| 60007966,Universidad Autónoma Metropolitana| Tecnológico de Monterrey,57214756803,8942325700,55203653400,-,Mexico,1.0,1500| 1706,General Chemical Engineering| Computer Science Applications,2,Engineering & Technology,212| 219| 213,Computer Science & Information Systems| Engineering - Chemical| Data Science,36| 38,Engineering| Computer Science,40,Engineering,4004,Chemical engineering,-,Integration of Energy Systems in Natural Gas Networks,921,48.071,Optimization Models for Production Scheduling Challenges,5296,88.561,Definitive,Nacional,2.0
