Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Hernández, Isaías",57211355042,Catalytic ozonation of 4-chlorophenol and 4-phenolsulfonic acid by CeO2 films,"Guzmán, I.C.| Rodríguez, J.L.| Poznyak, T.| Chairez, I.| Hernández, I.| Hernández, R.T.",6.0,57211353035| 37059821100| 6602085688| 15623290800| 57211355042| 36664659100,2020.0,2020-01-05,Catalysis Communications,133,-,-,105827,ISSN-15667367,22746.0,Journal,Elsevier B.V.,English,0.85,41,7.3,15,0.8,23,2.66,97.0,23.0,0.77,19.59,21.0,35.0,0.0,0.0,"Guzmán, I.C., Rodríguez, J.L., Poznyak, T. and 3 more (...) (2020).Catalytic ozonation of 4-chlorophenol and 4-phenolsulfonic acid by CeO2 films. Catalysis Communications,133",https://www.scopus.com/record/display.url?eid=2-s2.0-85073609571&origin=resultslist,10.1016/j.catcom.2019.105827,Article,,2-s2.0-85073609571,-,Universidad Autónoma Metropolitana| Instituto Politécnico Nacional,505017| 505011,Academic,2.0,60006489| 60019176| 60014923| 60023193,Escuela Superior de Ingenieria Quimica e Industrias Extractivas| Instituto Politécnico Nacional| Universidad Autónoma Metropolitana| Universidad Autónoma Metropolitana - Azcapotzalco,57211353035,36664659100,37059821100,-,Mexico,1.0,1503| 1508| 1600,Catalysis| Process Chemistry and Technology| General Chemistry,2| 4,Engineering & Technology| Natural Sciences,219| 249| 409,Engineering - Chemical| Engineering - Petroleum| Chemistry,37| 36,Physical Sciences| Engineering,40| 34,Engineering| Chemical Sciences,3402| 4004,Inorganic chemistry| Chemical engineering,-,Innovative Approaches in Wastewater Treatment Technologies,433,93.264,Ozonation Techniques for Effective Water Purification,1013,98.943,Very Good,Nacional,2.0
