Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Ramírez-González, Aymara O.",57219664306,Analyzing short term spatial and temporal dynamics of water presence at a basin-scale in Mexico using SAR data,"López-Caloca, A.A.| Tapia-Silva, F.O.| López, F.| Pilar, H.| Ramírez González, A.O.| Rivera, G.",6.0,6505777402| 56000747700| 57219663205| 57219664756| 57219664306| 57191269967,2020.0,2020-10-02,GIScience and Remote Sensing,57,7,985-1004,-,ISSN-15481603,28795.0,Journal,"Bellwether Publishing, Ltd.",English,1.72,10,9.8,4,1.643,9,0.53,16.0,11.0,0.72,13.86,38.0,36.0,0.0,0.0,"López-Caloca, A.A., Tapia-Silva, F.O., López, F. and 3 more (...) (2020).Analyzing short term spatial and temporal dynamics of water presence at a basin-scale in Mexico using SAR data. GIScience and Remote Sensing,57(7) 985-1004",https://www.scopus.com/record/display.url?eid=2-s2.0-85094649360&origin=resultslist,10.1080/15481603.2020.1840106,Article,Bronze|Green,2-s2.0-85094649360,-,"Consejo Nacional de Ciencia y Tecnologia Mexico| Universidad Autónoma Metropolitana| Centro de Investigación en Geografía y Geomática ""Ing. Jorge L. Tamayo"" A.C.",704696| 505017| 714709,Other| Academic| Government,3.0,60094757| 60028381,Centro de Investigación en Ciencias de Información Geoespacial| Universidad Autónoma Metropolitana -Unidad Iztapalapa,6505777402,57191269967,6505777402,-,Mexico,1.0,1900,General Earth and Planetary Sciences,4| 2,Natural Sciences| Engineering & Technology,416| 249| 450| 451,Earth & Marine Sciences| Engineering - Petroleum| Geology| Geophysics,37,Physical Sciences,41| 37| 40,Environmental Sciences| Earth Sciences| Engineering,4013| 3709| 4104,Geomatic engineering| Physical geography and environmental geoscience| Environmental management,-,Image Classification and Mapping,158,93.852,Flood Mapping Using Synthetic Aperture Radar Techniques,9170,96.971,Very Good,Nacional,3.0
